순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
44,Tencent Music Entertainment Gro,TME,NYQ,8.9,5,13.8,5,62.8,10,1.22,0,0.19,10,24.3,10,1.9,2,1,0,O,10,52,,=W45+X45,
45,"Rogers Communication, Inc.",RCI,NYQ,3.9,10,39.2,15,10.3,10,1.58,5,0.07,10,365.2,0,2.9,2,0,0,X,0,52,,=W46+X46,
46,Progressive Corporation (The),PGR,NYQ,13.8,2,28.8,15,14.3,10,3.97,3,0.09,10,305.8,0,2.4,2,2,0,O,10,52,,=W47+X47,
47,"Simon Property Group, Inc.",SPG,NYQ,14.4,2,88.9,15,4.8,4,12.75,3,0.49,10,650.9,0,4.2,5,4,3,O,10,52,,=W48+X48,
48,Willis Towers Watson Public Lim,WTW,NMS,17.6,0,20.1,15,5.5,7,3.54,3,0.80,7,269.3,0,1.3,2,9,8,O,10,52,,=W49+X49,
49,QUALCOMM Incorporated,QCOM,NMS,26.9,0,23.3,15,8.9,10,6.26,3,-,0,129.9,2,2.6,2,22,10,O,10,52,,=W50+X50,
50,Edison International,EIX,NYQ,5.8,7,26.7,15,-2.6,0,1.54,5,0.06,10,425.3,0,4.7,5,1,0,O,10,52,,=W51+X51,
51,"Comfort Systems USA, Inc.",FIX,NYQ,61.0,0,41.8,15,1.7,2,25.49,3,0.99,7,163.0,2,0.1,2,13,10,O,10,51,,=W52+X52,
52,VICI Properties Inc.,VICI,NYQ,11.0,2,10.0,0,8.2,10,1.10,0,0.40,10,66.6,4,6.2,7,7,8,O,10,51,,=W53+X53,
53,XP Inc.,XP,NMS,10.1,2,21.4,15,103.3,10,2.16,5,0.64,7,1588.1,0,0.9,2,0,0,O,10,51,,=W54+X54,
54,"Jack Henry & Associates, Inc.",JKHY,NMS,21.5,0,23.0,15,3.8,4,4.95,3,2.65,0,38.9,7,1.5,2,22,10,O,10,51,,=W55+X55,
55,Logitech International S.A. - R,LOGI,NMS,19.8,0,30.5,15,5.6,7,6.04,3,6.61,0,75.3,4,1.7,2,11,10,O,10,51,,=W56+X56,
56,"Broadridge Financial Solutions,",BR,NYQ,17.2,0,37.1,15,5.8,7,6.37,3,1.08,4,200.0,0,2.4,2,18,10,O,10,51,,=W57+X57,
57,Target Corporation,TGT,NYQ,16.0,0,22.9,15,4.8,4,3.66,3,1.48,4,268.0,0,3.5,5,42,10,O,10,51,,=W58+X58,
58,"PulteGroup, Inc.",PHM,NYQ,11.5,2,17.1,10,6.8,7,1.97,5,34.73,0,39.0,7,0.7,2,8,8,O,10,51,,=W59+X59,
59,Johnson & Johnson,JNJ,NYQ,26.8,0,25.9,15,3.4,4,6.95,3,1.50,4,147.4,2,2.2,2,63,10,O,10,50,,=W60+X60,
60,"Paychex, Inc.",PAYX,NMS,20.0,0,40.8,15,5.2,7,8.15,3,3.30,0,336.3,0,4.6,5,12,10,O,10,50,,=W61+X61,
61,"Automatic Data Processing, Inc.",ADP,NMS,19.0,0,66.2,15,5.5,7,12.57,3,1.51,0,1223.9,0,3.2,5,23,10,O,10,50,,=W62+X62,
62,"Toll Brothers, Inc.",TOL,NYQ,10.4,2,16.4,10,7.1,7,1.71,5,1.42,4,71.5,4,0.7,2,5,6,O,10,50,,=W63+X63,
63,"Old Dominion Freight Line, Inc.",ODFL,NMS,45.7,0,23.7,15,2.0,2,10.85,3,-,0,26.9,10,0.5,2,8,8,O,10,50,,=W64+X64,
64,"Mueller Industries, Inc.",MLI,NYQ,17.8,0,25.4,15,4.6,4,4.51,3,3.16,0,17.4,10,0.7,2,5,6,O,10,50,,=W65+X65,
65,"Expedia Group, Inc.",EXPE,NMS,24.8,0,100.8,15,9.7,10,25.01,3,0.38,10,1706.0,0,0.6,2,0,0,O,10,50,,=W66+X66,
66,Barrick Mining Corporation,B,NYQ,13.5,2,18.8,10,5.7,7,2.54,2,0.10,10,59.0,7,1.3,2,1,0,O,10,50,,=W67+X67,
67,"Sun Communities, Inc.",SUI,NYQ,11.7,2,19.6,10,5.4,7,2.29,2,-,0,78.3,4,6.2,7,9,8,O,10,50,,=W68+X68,
68,Novartis AG,NVS,NYQ,20.3,0,30.3,15,5.4,7,6.17,3,0.65,7,139.6,2,2.7,2,3,3,O,10,49,,=W69+X69,
69,"UDR, Inc.",UDR,NYQ,30.7,0,11.5,5,5.3,7,3.53,0,0.49,10,196.4,2,4.9,5,16,10,O,10,49,,=W70+X70,
70,Phillips 66,PSX,NYQ,14.7,2,15.1,10,4.2,4,2.22,2,0.78,7,149.3,2,3.0,2,13,10,O,10,49,,=W71+X71,
71,Ericsson,ERIC,NMS,13.8,2,24.6,15,77.1,10,0.37,5,0.93,7,182.8,2,2.5,2,6,6,X,0,49,,=W72+X72,
72,NVIDIA Corporation,NVDA,NMS,40.6,0,76.3,15,2.0,2,31.01,3,0.20,10,31.5,7,0.0,2,2,0,O,10,49,,=W73+X73,
73,"Cheniere Energy, Inc.",LNG,NYQ,10.4,2,67.3,15,4.5,4,6.98,3,0.17,10,439.7,0,0.8,2,4,3,O,10,49,,=W74+X74,
74,Eli Lilly and Company,LLY,NYQ,39.9,0,77.8,15,0.7,2,31.06,3,0.77,7,323.9,0,0.7,2,11,10,O,10,49,,=W75+X75,
75,Evercore Inc.,EVR,NYQ,25.2,0,29.1,15,7.9,7,7.34,3,3.84,0,149.6,2,1.0,2,18,10,O,10,49,,=W76+X76,
76,RenaissanceRe Holdings Ltd.,RNR,NYQ,5.2,7,23.1,15,26.7,10,1.19,5,-,0,298.0,0,0.4,2,0,0,O,10,49,,=W77+X77,
77,"EMCOR Group, Inc.",EME,NYQ,30.8,0,34.6,15,3.0,4,10.66,3,0.60,7,152.9,2,0.1,2,5,6,O,10,49,,=W78+X78,
78,Parker-Hannifin Corporation,PH,NYQ,35.3,0,24.7,15,2.7,2,8.72,3,0.90,7,113.1,2,0.7,2,9,8,O,10,49,,=W79+X79,
79,"Assurant, Inc.",AIZ,NYQ,13.4,2,14.9,5,13.7,10,1.99,0,0.27,10,518.1,0,1.4,2,21,10,O,10,49,,=W80+X80,
80,"Constellation Brands, Inc.",STZ,NYQ,16.4,0,20.9,15,6.5,7,3.42,3,-,0,167.2,2,2.6,2,10,10,O,10,49,,=W81+X81,
81,"InterDigital, Inc.",IDCC,NMS,33.0,0,36.9,15,3.5,4,12.18,3,0.58,7,87.5,4,0.6,2,3,3,O,10,48,,=W82+X82,
82,"Donaldson Company, Inc.",DCI,NYQ,27.4,0,24.0,15,3.3,4,6.58,3,5.87,0,94.3,4,1.3,2,30,10,O,10,48,,=W83+X83,
83,Dr. Reddy's Laboratories Ltd,RDY,NYQ,18.6,0,15.2,10,106.3,10,16.84,2,0.55,7,50.3,7,0.7,2,0,0,O,10,48,,=W84+X84,
84,"Lennox International, Inc.",LII,NYQ,21.5,0,69.3,15,3.7,4,14.90,3,1.20,4,250.9,0,1.0,2,16,10,O,10,48,,=W85+X85,
85,Graco Inc.,GGG,NYQ,26.8,0,18.8,10,4.6,4,5.04,2,5.35,0,21.6,10,1.3,2,20,10,O,10,48,,=W86+X86,
86,AECOM,ACM,NYQ,22.6,0,21.0,15,6.4,7,4.76,3,0.92,7,425.4,0,1.3,2,3,3,O,10,47,,=W87+X87,
87,Lockheed Martin Corporation,LMT,NYQ,24.5,0,74.6,15,5.6,7,18.28,3,-,0,790.3,0,2.5,2,23,10,O,10,47,,=W88+X88,
88,Avery Dennison Corporation,AVY,NYQ,18.8,0,30.7,15,5.3,7,5.78,3,-,0,292.6,0,2.2,2,15,10,O,10,47,,=W89+X89,
89,New York Times Company (The),NYT,NYQ,38.4,0,16.9,10,4.2,4,6.48,2,1.47,4,46.8,7,0.8,2,7,8,O,10,47,,=W90+X90,
90,"Pepsico, Inc.",PEP,NMS,24.4,0,40.8,15,3.6,4,9.98,3,-,0,416.7,0,3.6,5,27,10,O,10,47,,=W91+X91,
91,American Tower Corporation (REI,AMT,NYQ,33.2,0,69.3,15,4.5,4,22.96,3,2.71,0,1446.5,0,3.8,5,14,10,O,10,47,,=W92+X92,
92,Carlisle Companies Incorporated,CSL,NYQ,20.5,0,41.3,15,6.4,7,8.47,3,-,0,248.8,0,1.2,2,24,10,O,10,47,,=W93+X93,
93,Old Republic International Corp,ORI,NYQ,10.7,2,15.8,10,11.6,10,1.70,5,-,0,404.7,0,7.9,10,2,0,O,10,47,,=W94+X94,
94,CDW Corporation,CDW,NMS,16.7,0,40.9,15,6.1,7,6.84,3,-,0,515.0,0,1.8,2,12,10,O,10,47,,=W95+X95,
95,Colgate-Palmolive Company,CL,NYQ,31.6,0,3946.3,15,5.4,7,1247.58,3,4.34,0,29564.8,0,2.5,2,52,10,O,10,47,,=W96+X96,
96,"Prudential Financial, Inc.",PRU,NYQ,9.3,5,11.0,5,18.9,10,1.02,0,-,0,2275.6,0,5.7,7,17,10,O,10,47,,=W97+X97,
97,"PPG Industries, Inc.",PPG,NYQ,15.8,0,19.8,10,4.7,4,3.13,2,0.92,7,176.3,2,2.5,2,42,10,O,10,47,,=W98+X98,
98,Marsh,MRSH,NYQ,21.5,0,26.9,15,5.9,7,5.80,3,1.83,0,300.3,0,2.0,2,16,10,O,10,47,,=W99+X99,
99,"Delta Air Lines, Inc.",DAL,NYQ,10.0,5,22.0,15,8.6,10,2.19,5,0.18,10,314.4,0,1.0,2,2,0,X,0,47,,=W100+X100,
100,AerCap Holdings N.V.,AER,NYQ,6.2,7,20.5,15,-2.9,0,1.27,5,0.94,7,291.2,0,0.6,2,1,0,O,10,46,,=W101+X101,
101,"Lincoln Electric Holdings, Inc.",LECO,NMS,28.0,0,35.4,15,3.7,4,9.92,3,5.55,0,157.0,2,1.2,2,27,10,O,10,46,,=W102+X102,
102,Canadian Natural Resources Limi,CNQ,NYQ,12.0,2,24.4,15,8.8,10,2.91,5,4.41,0,107.0,2,1.9,2,0,0,O,10,46,,=W103+X103,
103,"Advanced Drainage Systems, Inc.",WMS,NYQ,25.5,0,23.5,15,3.1,4,5.98,3,1.14,4,105.4,2,0.5,2,5,6,O,10,46,,=W104+X104,
104,Northrop Grumman Corporation,NOC,NYQ,18.3,0,26.7,15,3.9,4,4.89,3,-,0,192.2,2,1.5,2,22,10,O,10,46,,=W105+X105,
105,Microsoft Corporation,MSFT,NMS,26.0,0,30.5,15,2.3,2,7.93,3,2.13,0,70.2,4,0.8,2,20,10,O,10,46,,=W106+X106,
106,Visa Inc.,V,NYQ,32.1,0,53.6,15,3.2,4,17.20,3,2.40,0,149.7,2,0.8,2,17,10,O,10,46,,=W107+X107,
107,Alphabet Inc.,GOOG,NMS,31.2,0,31.8,15,1.8,2,9.95,3,0.94,7,43.3,7,0.2,2,1,0,O,10,46,,=W108+X108,
108,Alphabet Inc.,GOOGL,NMS,31.4,0,31.8,15,1.8,2,9.98,3,0.94,7,43.3,7,0.2,2,1,0,O,10,46,,=W109+X109,
109,Procter & Gamble Company (The),PG,NYQ,21.5,0,31.0,15,4.0,4,6.66,3,5.55,0,139.5,2,2.9,2,22,10,O,10,46,,=W110+X110,
110,Expeditors International of Was,EXPD,NYQ,24.9,0,34.4,15,4.7,4,8.56,3,-,0,107.6,2,1.0,2,29,10,O,10,46,,=W111+X111,
111,Oshkosh Corporation (Holding Co,OSK,NYQ,15.1,0,14.3,5,5.9,7,2.16,0,0.27,10,122.3,2,1.3,2,12,10,O,10,46,,=W112+X112,
112,"Cisco Systems, Inc.",CSCO,NMS,31.9,0,23.2,15,3.8,4,7.40,3,-,0,158.5,2,1.8,2,14,10,O,10,46,,=W113+X113,
113,"Merck & Company, Inc.",MRK,NYQ,15.6,0,34.7,15,4.3,4,5.42,3,1.85,0,160.1,2,2.9,2,15,10,O,10,46,,=W114+X114,
114,RPM International Inc.,RPM,NYQ,20.2,0,21.2,15,4.0,4,4.28,3,1.66,0,150.5,2,2.0,2,12,10,O,10,46,,=W115+X115,
115,"Williams-Sonoma, Inc.",WSM,NYQ,21.4,0,52.3,15,4.5,4,11.18,3,7.91,0,159.9,2,1.3,2,19,10,O,10,46,,=W116+X116,
116,"MetLife, Inc.",MET,NYQ,14.9,2,11.9,5,33.9,10,1.77,0,0.81,7,2522.2,0,3.0,2,13,10,O,10,46,,=W117+X117,
117,"C.H. Robinson Worldwide, Inc.",CHRW,NMS,38.1,0,31.8,15,3.8,4,12.11,3,-,0,174.1,2,1.4,2,14,10,O,10,46,,=W118+X118,
118,"Everest Group, Ltd.",EG,NYQ,9.1,5,10.3,5,21.1,10,0.94,3,0.26,10,304.4,0,1.1,2,0,0,O,10,45,,=W119+X119,
119,AT&T Inc.,T,NYQ,8.6,5,19.9,10,10.3,10,1.71,5,-,0,263.9,0,4.2,5,0,0,O,10,45,,=W120+X120,
120,Agnico Eagle Mines Limited,AEM,NYQ,22.4,0,18.0,10,4.3,4,4.04,2,0.28,10,39.3,7,0.8,2,0,0,O,10,45,,=W121+X121,
121,NatWest Group plc,NWG,NYQ,8.6,5,13.7,5,9.1,10,1.22,0,0.33,10,1577.4,0,4.1,5,1,0,O,10,45,,=W122+X122,
122,Royalty Pharma plc,RPRX,NMS,35.8,0,11.9,5,9.0,10,4.26,0,0.22,10,152.9,2,1.8,2,5,6,O,10,45,,=W123+X123,
123,Snap-On Incorporated,SNA,NYQ,20.3,0,17.1,10,4.9,4,3.48,2,4.52,0,41.4,7,2.3,2,16,10,O,10,45,,=W124+X124,
124,Fifth Third Bancorp - Depositar,FITBI,NMS,6.6,7,11.6,5,22.9,10,0.76,3,-,0,886.8,0,8.2,10,0,0,O,10,45,,=W125+X125,
125,"Watsco, Inc.",WSO,NYQ,35.7,0,17.9,10,3.0,4,6.38,2,-,0,42.9,7,2.7,2,12,10,O,10,45,,=W126+X126,
126,LATAM Airlines Group S.A.,LTM,NYQ,9.9,5,108.5,15,-13.0,0,10.73,3,0.11,10,1211.6,0,2.0,2,0,0,O,10,45,,=W127+X127,
127,"Houlihan Lokey, Inc.",HLI,NYQ,24.2,0,19.5,10,7.5,7,4.72,2,-,0,71.6,4,1.5,2,10,10,O,10,45,,=W128+X128,
128,"Penske Automotive Group, Inc.",PAG,NYQ,11.3,2,16.8,10,6.2,7,1.89,5,-,0,216.0,0,3.2,5,5,6,O,10,45,,=W129+X129,
129,"Watts Water Technologies, Inc.",WTS,NYQ,29.8,0,16.8,10,3.5,4,5.01,2,2.77,0,42.1,7,0.7,2,13,10,O,10,45,,=W130+X130,
130,GE Aerospace,GE,NYQ,34.5,0,47.8,15,2.4,2,16.48,3,0.08,10,610.0,0,0.5,2,3,3,O,10,45,,=W131+X131,
131,Howmet Aerospace Inc.,HWM,NYQ,65.9,0,28.2,15,1.4,2,18.58,3,1.33,4,108.8,2,0.2,2,5,6,O,10,44,,=W132+X132,
132,"Reinsurance Group of America, I",RGA,NYQ,11.8,2,8.8,0,29.4,10,1.03,0,0.36,10,1062.6,0,1.7,2,14,10,O,10,44,,=W133+X133,
133,Texas Instruments Incorporated,TXN,NMS,67.5,0,23.5,15,1.0,2,15.85,3,-,0,112.5,2,1.9,2,22,10,O,10,44,,=W134+X134,
134,에이피알,278470,KOSPI/KOSDAQ,58.2,0,83.1,15,-,0,48.31,3,0.34,10,77.0,4,0.8,2,0,0,O,10,44,,=W135+X135,
135,"Gap, Inc. (The)",GAP,NYQ,12.3,2,21.5,15,8.2,10,2.63,5,-,0,232.3,0,2.5,2,1,0,O,10,44,,=W136+X136,
136,Ecolab Inc.,ECL,NYQ,37.2,0,21.2,15,2.5,2,7.90,3,1.54,0,152.4,2,1.0,2,23,10,O,10,44,,=W137+X137,
137,Verizon Communications Inc.,VZ,NYQ,11.6,2,16.4,10,9.8,10,1.91,5,-,0,285.8,0,5.8,7,21,10,X,0,44,,=W138+X138,
138,Illinois Tool Works Inc.,ITW,NYQ,25.9,0,95.1,15,3.4,4,24.58,3,10.78,0,400.7,0,2.3,2,30,10,O,10,44,,=W139+X139,
139,Moody's Corporation,MCO,NYQ,43.7,0,45.2,15,3.2,4,19.78,3,1.95,0,286.8,0,0.8,2,16,10,O,10,44,,=W140+X140,
140,Amphenol Corporation,APH,NYQ,45.3,0,31.8,15,2.3,2,14.43,3,1.52,0,169.4,2,0.5,2,14,10,O,10,44,,=W141+X141,
141,Sherwin-Williams Company (The),SHW,NYQ,32.7,0,55.9,15,3.2,4,18.27,3,3.29,0,463.3,0,0.9,2,40,10,O,10,44,,=W142+X142,
142,Service Corporation Internation,SCI,NYQ,22.5,0,33.1,15,4.5,4,7.44,3,9.03,0,1038.6,0,1.5,2,12,10,O,10,44,,=W143+X143,
143,Union Pacific Corporation,UNP,NYQ,22.6,0,38.7,15,3.4,4,8.72,3,10.07,0,277.4,0,2.0,2,19,10,O,10,44,,=W144+X144,
144,Accenture plc,ACN,NYQ,14.5,2,24.5,15,9.8,10,3.56,3,3.38,0,109.9,2,2.5,2,0,0,O,10,44,,=W145+X145,
145,Honeywell International Inc.,HON,NMS,28.9,0,34.0,15,4.0,4,9.84,3,8.87,0,421.8,0,2.0,2,15,10,O,10,44,,=W146+X146,
146,Petroleo Brasileiro S.A. Petrob,PBR-A,NYQ,6.4,7,26.0,15,31.4,10,1.48,5,-,0,193.8,2,3.1,5,0,0,X,0,44,,=W147+X147,
147,CNA Financial Corporation,CNA,NYQ,10.3,2,11.0,5,18.3,10,1.13,0,0.81,7,497.6,0,7.9,10,2,0,O,10,44,,=W148+X148,
148,Petroleo Brasileiro S.A. Petrob,PBR,NYQ,7.0,7,26.0,15,20.9,10,1.64,5,-,0,193.8,2,3.9,5,0,0,X,0,44,,=W149+X149,
149,Zoetis Inc.,ZTS,NYQ,19.0,0,80.2,15,4.5,4,15.28,3,1.85,0,364.3,0,1.7,2,12,10,O,10,44,,=W150+X150,
150,Walmart Inc.,WMT,NMS,48.3,0,22.0,15,1.4,2,10.61,3,1.99,0,179.2,2,0.7,2,43,10,O,10,44,,=W151+X151,
151,Tractor Supply Company,TSCO,NMS,22.0,0,35.5,15,3.7,4,7.81,3,11.07,0,323.6,0,2.4,2,15,10,O,10,44,,=W152+X152,
152,Ferrovial SE,FER,NMS,49.2,0,40.7,15,3.5,4,7.26,3,1.23,4,334.4,0,1.4,2,5,6,O,10,44,,=W153+X153,
153,Garmin Ltd.,GRMN,NYQ,30.4,0,18.5,10,2.7,2,5.63,2,1.56,0,22.5,10,1.3,2,8,8,O,10,44,,=W154+X154,
154,Oracle Corporation,ORCL,NYQ,31.7,0,42.1,15,-0.1,0,13.33,3,1.46,4,535.6,0,1.1,2,12,10,O,10,44,,=W155+X155,
155,"Rockwell Automation, Inc.",ROK,NYQ,46.6,0,26.4,15,2.9,2,12.32,3,-,0,198.3,2,1.3,2,16,10,O,10,44,,=W156+X156,
156,Mastercard Incorporated,MA,NYQ,30.1,0,193.5,15,3.6,4,58.31,3,1.74,0,599.9,0,0.6,2,14,10,O,10,44,,=W157+X157,
157,Sysco Corporation,SYY,NYQ,20.3,0,78.7,15,4.4,4,15.96,3,1.66,0,1088.2,0,2.8,2,10,10,O,10,44,,=W158+X158,
158,"Church & Dwight Company, Inc.",CHD,NYQ,30.8,0,18.4,10,4.8,4,5.66,2,1.42,4,122.7,2,1.2,2,29,10,O,10,44,,=W159+X159,
159,Lam Research Corporation,LRCX,NMS,66.6,0,48.1,15,1.7,2,32.04,3,8.11,0,110.8,2,0.4,2,11,10,O,10,44,,=W160+X160,
160,"Rollins, Inc.",ROL,NYQ,65.1,0,30.7,15,2.4,2,19.96,3,4.90,0,128.5,2,1.2,2,24,10,O,10,44,,=W161+X161,
161,"W.W. Grainger, Inc.",GWW,NYQ,32.5,0,45.7,15,2.4,2,14.84,3,5.80,0,129.0,2,0.8,2,40,10,O,10,44,,=W162+X162,
162,"CF Industries Holdings, Inc.",CF,NYQ,13.5,2,30.1,15,9.2,10,4.05,3,-,0,130.5,2,1.6,2,0,0,O,10,44,,=W163+X163,
