순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
41,Millicom International Cellular,TIGO,NMS,11.4,2,39.3,15,6.6,7,4.48,3,0.14,10,560.3,0,5.4,7,0,0,O,10,54,,=W42+X42,
42,"Broadridge Financial Solutions,",BR,NYQ,15.9,0,39.0,15,6.0,7,6.21,3,1.00,7,211.5,0,2.5,2,18,10,O,10,54,,=W43+X43,
43,XP Inc.,XP,NMS,9.5,5,22.0,15,148.2,10,2.07,5,0.60,7,1584.0,0,1.0,2,0,0,O,10,54,,=W44+X44,
44,Ralph Lauren Corporation,RL,NYQ,14.8,2,33.1,15,5.1,7,4.91,3,0.57,7,172.4,2,1.0,2,5,6,O,10,54,,=W45+X45,
45,International Business Machines,IBM,NYQ,23.4,0,32.6,15,4.6,4,7.63,3,0.28,10,373.5,0,2.5,2,30,10,O,10,54,,=W46+X46,
46,대한조선,439260,KOSPI/KOSDAQ,9.7,5,21.9,15,-0.4,0,2.12,5,0.22,10,44.9,7,0.4,2,0,0,O,10,54,,=W47+X47,
47,Willis Towers Watson Public Lim,WTW,NMS,14.5,2,20.9,15,6.4,7,3.03,3,0.66,7,270.5,0,1.5,2,9,8,O,10,54,,=W48+X48,
48,파마리서치,214450,KOSPI/KOSDAQ,18.2,0,23.0,15,-1.0,0,4.18,3,0.20,10,48.2,7,1.3,2,6,6,O,10,53,,=W49+X49,
49,Zoetis Inc.,ZTS,NYQ,12.5,2,81.8,15,6.9,7,10.23,3,1.22,4,368.7,0,2.6,2,12,10,O,10,53,,=W50+X50,
50,Newmont Corporation,NEM,NYQ,13.9,2,24.2,15,6.2,7,3.37,3,0.18,10,64.6,4,0.9,2,0,0,O,10,53,,=W51+X51,
51,Edison International,EIX,NYQ,7.2,7,21.8,15,-2.6,0,1.57,5,0.08,10,436.4,0,4.7,5,1,0,O,10,52,,=W52+X52,
52,Cincinnati Financial Corporatio,CINF,NMS,9.1,5,17.5,10,12.3,10,1.60,5,-,0,162.3,2,2.2,2,7,8,O,10,52,,=W53+X53,
53,"Martin Marietta Materials, Inc.",MLM,NYQ,13.7,2,22.4,15,2.8,2,3.08,3,1.29,4,81.5,4,0.6,2,10,10,O,10,52,,=W54+X54,
54,"Best Buy Co., Inc.",BBY,NYQ,14.8,2,36.1,15,8.0,7,5.33,3,-,0,394.9,0,5.1,7,8,8,O,10,52,,=W55+X55,
55,Evercore Inc.,EVR,NYQ,19.4,0,41.9,15,8.1,10,8.15,3,2.96,0,124.9,2,1.0,2,18,10,O,10,52,,=W56+X56,
56,"Simon Property Group, Inc.",SPG,NYQ,14.3,2,96.6,15,4.8,4,13.83,3,0.48,10,685.4,0,4.1,5,4,3,O,10,52,,=W57+X57,
57,클래시스,214150,KOSPI/KOSDAQ,22.2,0,24.9,15,-0.4,0,5.52,3,0.63,7,51.1,7,2.2,2,8,8,O,10,52,,=W58+X58,
58,"United Parcel Service, Inc.",UPS,NYQ,17.3,0,33.3,15,5.3,7,5.75,3,-,0,355.4,0,6.1,7,16,10,O,10,52,,=W59+X59,
59,"Rogers Communication, Inc.",RCI,NYQ,4.1,10,39.2,15,10.1,10,1.58,5,0.07,10,365.2,0,2.8,2,0,0,X,0,52,,=W60+X60,
60,The AES Corporation,AES,NYQ,7.8,7,30.6,15,-15.5,0,2.38,5,0.01,10,983.3,0,4.8,5,13,10,X,0,52,,=W61+X61,
61,Expand Energy Corporation,EXE,NMS,7.0,7,16.5,10,7.3,7,1.15,5,-,0,51.0,7,3.4,5,1,0,O,10,51,,=W62+X62,
62,"Jack Henry & Associates, Inc.",JKHY,NMS,18.9,0,24.3,15,4.2,4,4.59,3,2.33,0,42.9,7,1.7,2,22,10,O,10,51,,=W63+X63,
63,Agnico Eagle Mines Limited,AEM,NYQ,16.7,0,20.3,15,4.8,4,3.40,3,0.21,10,33.8,7,0.9,2,0,0,O,10,51,,=W64+X64,
64,"PulteGroup, Inc.",PHM,NYQ,11.2,2,15.8,10,7.7,7,1.76,5,33.66,0,40.5,7,0.8,2,8,8,O,10,51,,=W65+X65,
65,"Constellation Brands, Inc.",STZ,NYQ,14.6,2,20.9,15,7.3,7,3.05,3,-,0,167.2,2,2.9,2,10,10,O,10,51,,=W66+X66,
66,"Comfort Systems USA, Inc.",FIX,NYQ,53.4,0,43.5,15,1.6,2,23.23,3,0.86,7,146.5,2,0.1,2,13,10,O,10,51,,=W67+X67,
67,Fox Corporation,FOXA,NMS,16.6,0,15.6,10,10.5,10,2.59,2,0.51,7,96.8,4,0.8,2,5,6,O,10,51,,=W68+X68,
68,Parker-Hannifin Corporation,PH,NYQ,31.4,0,23.8,15,3.1,4,7.47,3,0.80,7,109.9,2,0.8,2,9,8,O,10,51,,=W69+X69,
69,Hubbell Inc,HUBB,NYQ,27.9,0,24.0,15,3.5,4,6.70,3,1.35,4,123.1,2,1.1,2,18,10,O,10,50,,=W70+X70,
70,Johnson & Johnson,JNJ,NYQ,26.8,0,25.9,15,3.4,4,6.95,3,1.50,4,147.4,2,2.2,2,63,10,O,10,50,,=W71+X71,
71,Ryanair Holdings plc,RYAAY,NMS,12.9,2,21.5,15,5.7,7,6.33,3,0.61,7,95.5,4,1.6,2,1,0,O,10,50,,=W72+X72,
72,"Mueller Industries, Inc.",MLI,NYQ,16.8,0,25.4,15,4.8,4,4.25,3,2.97,0,17.4,10,0.8,2,5,6,O,10,50,,=W73+X73,
73,"Expedia Group, Inc.",EXPE,NMS,18.6,0,258.3,15,11.2,10,48.13,3,0.29,10,4274.8,0,0.7,2,0,0,O,10,50,,=W74+X74,
74,"Old Dominion Freight Line, Inc.",ODFL,NMS,45.9,0,22.9,15,2.1,2,10.51,3,-,0,28.6,10,0.5,2,8,8,O,10,50,,=W75+X75,
75,"Powell Industries, Inc.",POWL,NMS,56.5,0,26.4,15,1.5,2,14.91,3,0.42,10,66.4,4,0.1,2,3,3,O,10,49,,=W76+X76,
76,TechnipFMC plc,FTI,NYQ,25.6,0,32.2,15,5.2,7,8.25,3,0.27,10,199.7,2,0.3,2,0,0,O,10,49,,=W77+X77,
77,Alamos Gold Inc.,AGI,NYQ,15.8,0,23.0,15,1.6,2,3.65,3,0.09,10,41.9,7,0.1,2,0,0,O,10,49,,=W78+X78,
78,Credicorp Ltd.,BAP,NYQ,13.1,2,18.0,10,27.0,10,2.36,2,0.91,7,594.4,0,3.2,5,4,3,O,10,49,,=W79+X79,
79,"Houlihan Lokey, Inc.",HLI,NYQ,23.3,0,18.2,10,6.9,7,4.24,2,1.45,4,79.2,4,1.6,2,10,10,O,10,49,,=W80+X80,
80,NVIDIA Corporation,NVDA,NMS,32.7,0,81.7,15,1.8,2,26.73,3,0.16,10,32.7,7,0.0,2,2,0,O,10,49,,=W81+X81,
81,Chubb Limited,CB,NYQ,11.0,2,15.3,10,10.3,10,1.69,5,0.41,10,265.0,0,0.6,2,0,0,O,10,49,,=W82+X82,
82,Banco Bilbao Vizcaya Argentaria,BBVA,NYQ,10.9,2,19.2,10,10.1,10,2.07,2,0.51,7,1481.2,0,3.6,5,4,3,O,10,49,,=W83+X83,
83,케이씨씨,002380,KOSPI/KOSDAQ,2.6,10,19.0,10,-7.9,0,0.50,5,0.01,10,117.6,2,2.7,2,2,0,O,10,49,,=W84+X84,
84,CDW Corporation,CDW,NMS,14.0,2,42.1,15,7.2,7,5.89,3,-,0,543.9,0,2.2,2,12,10,O,10,49,,=W85+X85,
85,"EMCOR Group, Inc.",EME,NYQ,28.3,0,34.6,15,3.1,4,9.81,3,0.55,7,145.9,2,0.1,2,5,6,O,10,49,,=W86+X86,
86,Kimberly-Clark Corporation,KMB,NMS,15.7,0,118.0,15,4.9,4,18.58,3,8.12,0,850.2,0,5.0,7,20,10,O,10,49,,=W87+X87,
87,AerCap Holdings N.V.,AER,NYQ,5.8,7,21.3,15,-3.0,0,1.25,5,0.14,10,288.2,0,0.6,2,1,0,O,10,49,,=W88+X88,
88,Eli Lilly and Company,LLY,NYQ,39.9,0,81.0,15,0.6,2,32.36,3,0.77,7,273.7,0,0.5,2,11,10,O,10,49,,=W89+X89,
89,Snap-On Incorporated,SNA,NYQ,19.3,0,17.2,10,5.1,7,3.31,2,4.29,0,42.5,7,2.4,2,16,10,O,10,48,,=W90+X90,
90,Ecolab Inc.,ECL,NYQ,35.1,0,21.0,15,2.6,2,7.38,3,1.46,4,150.0,2,1.0,2,23,10,O,10,48,,=W91+X91,
91,"Lennox International, Inc.",LII,NYQ,21.7,0,66.1,15,3.7,4,14.33,3,1.21,4,253.6,0,1.0,2,16,10,O,10,48,,=W92+X92,
92,"Watsco, Inc.",WSO,NYQ,28.0,0,18.0,10,3.9,4,5.02,2,-,0,51.9,7,3.2,5,12,10,O,10,48,,=W93+X93,
93,Moody's Corporation,MCO,NYQ,32.0,0,83.3,15,3.2,4,26.67,3,1.42,4,387.1,0,0.8,2,16,10,O,10,48,,=W94+X94,
94,"Donaldson Company, Inc.",DCI,NYQ,26.0,0,24.0,15,3.5,4,6.24,3,5.56,0,94.3,4,1.4,2,30,10,O,10,48,,=W95+X95,
95,Graco Inc.,GGG,NYQ,24.7,0,18.8,10,5.0,4,4.65,2,4.94,0,21.6,10,1.5,2,20,10,O,10,48,,=W96+X96,
96,"InterDigital, Inc.",IDCC,NMS,33.0,0,36.9,15,3.5,4,12.18,3,0.58,7,87.5,4,0.6,2,3,3,O,10,48,,=W97+X97,
97,Garmin Ltd.,GRMN,NYQ,26.4,0,18.7,10,3.0,2,4.93,2,1.35,4,18.1,10,1.5,2,8,8,O,10,48,,=W98+X98,
98,"Cheniere Energy, Inc.",LNG,NYQ,32.8,0,39.3,15,5.1,7,12.87,3,0.53,7,1016.6,0,0.9,2,4,3,O,10,47,,=W99+X99,
99,Carlisle Companies Incorporated,CSL,NYQ,19.4,0,43.9,15,6.9,7,8.52,3,-,0,262.3,0,1.2,2,24,10,O,10,47,,=W100+X100,
100,"Paychex, Inc.",PAYX,NMS,21.0,0,40.8,15,5.0,4,8.55,3,3.47,0,336.3,0,4.4,5,12,10,O,10,47,,=W101+X101,
101,"PPG Industries, Inc.",PPG,NYQ,16.0,0,19.6,10,4.6,4,3.13,2,0.93,7,171.5,2,2.5,2,42,10,O,10,47,,=W102+X102,
102,"East West Bancorp, Inc.",EWBC,NMS,12.3,2,15.5,10,8.8,10,1.90,5,1.94,0,821.0,0,2.0,2,8,8,O,10,47,,=W103+X103,
103,"Pepsico, Inc.",PEP,NMS,23.0,0,40.8,15,3.8,4,9.38,3,-,0,416.7,0,3.8,5,27,10,O,10,47,,=W104+X104,
104,New York Times Company (The),NYT,NYQ,32.1,0,19.1,10,4.5,4,6.13,2,1.23,4,42.9,7,0.9,2,7,8,O,10,47,,=W105+X105,
105,Service Corporation Internation,SCI,NYQ,19.9,0,33.8,15,5.2,7,6.74,3,8.01,0,1072.3,0,1.7,2,12,10,O,10,47,,=W106+X106,
106,CNA Financial Corporation,CNA,NYQ,9.5,5,11.2,5,20.8,10,1.06,0,0.75,7,531.5,0,9.1,10,2,0,O,10,47,,=W107+X107,
107,The Cigna Group,CI,NYQ,18.9,0,18.8,10,5.6,7,3.56,2,0.26,10,262.6,0,2.1,2,5,6,O,10,47,,=W108+X108,
108,Avery Dennison Corporation,AVY,NYQ,18.0,0,30.0,15,5.5,7,5.39,3,-,0,290.3,0,2.3,2,15,10,O,10,47,,=W109+X109,
109,American Tower Corporation (REI,AMT,NYQ,30.0,0,82.3,15,4.3,4,24.74,3,2.46,0,1506.9,0,3.6,5,14,10,O,10,47,,=W110+X110,
110,Lockheed Martin Corporation,LMT,NYQ,25.9,0,64.0,15,5.6,7,16.58,3,-,0,691.0,0,2.5,2,23,10,O,10,47,,=W111+X111,
111,Novartis AG,NVS,NYQ,21.4,0,35.1,15,5.3,7,7.53,3,0.69,7,206.7,0,2.6,2,3,3,O,10,47,,=W112+X112,
112,AECOM,ACM,NYQ,22.9,0,21.0,15,6.4,7,4.82,3,0.93,7,425.4,0,1.3,2,3,3,O,10,47,,=W113+X113,
113,"Everest Group, Ltd.",EG,NYQ,6.5,7,13.3,5,23.1,10,0.87,3,0.18,10,307.7,0,1.2,2,0,0,O,10,47,,=W114+X114,
114,Marsh,MRSH,NYQ,19.8,0,26.9,15,6.5,7,5.32,3,1.68,0,300.3,0,2.2,2,16,10,O,10,47,,=W115+X115,
115,Alphabet Inc.,GOOG,NMS,29.5,0,33.5,15,1.6,2,9.87,3,0.88,7,47.0,7,0.2,2,1,0,O,10,46,,=W116+X116,
116,Oshkosh Corporation (Holding Co,OSK,NYQ,15.4,0,14.3,5,5.7,7,2.20,0,0.27,10,122.3,2,1.3,2,12,10,O,10,46,,=W117+X117,
117,RPM International Inc.,RPM,NYQ,20.5,0,21.2,15,3.9,4,4.33,3,1.68,0,150.5,2,1.9,2,12,10,O,10,46,,=W118+X118,
118,Northrop Grumman Corporation,NOC,NYQ,17.4,0,26.7,15,4.1,4,4.66,3,-,0,192.2,2,1.6,2,22,10,O,10,46,,=W119+X119,
119,Microsoft Corporation,MSFT,NMS,25.4,0,30.2,15,2.3,2,7.67,3,2.08,0,67.5,4,0.8,2,20,10,O,10,46,,=W120+X120,
120,Visa Inc.,V,NYQ,31.3,0,62.4,15,3.1,4,19.51,3,2.34,0,166.5,2,0.8,2,17,10,O,10,46,,=W121+X121,
121,Procter & Gamble Company (The),PG,NYQ,21.2,0,30.5,15,4.0,4,6.47,3,5.49,0,135.1,2,2.9,2,22,10,O,10,46,,=W122+X122,
122,Lam Research Corporation,LRCX,NMS,59.6,0,63.4,15,1.4,2,37.77,3,7.26,0,96.4,4,0.3,2,11,10,O,10,46,,=W123+X123,
123,QUALCOMM Incorporated,QCOM,NMS,26.3,0,36.4,15,4.9,4,9.56,3,-,0,109.5,2,1.4,2,22,10,O,10,46,,=W124+X124,
124,Alphabet Inc.,GOOGL,NMS,29.8,0,33.5,15,1.5,2,9.97,3,0.89,7,47.0,7,0.2,2,1,0,O,10,46,,=W125+X125,
125,Amphenol Corporation,APH,NYQ,42.7,0,31.9,15,2.3,2,13.63,3,1.43,4,200.6,0,0.5,2,14,10,O,10,46,,=W126+X126,
126,U.S. Bancorp,USB,NYQ,10.8,2,11.9,5,9.4,10,1.29,0,1.39,4,964.9,0,3.7,5,15,10,O,10,46,,=W127+X127,
127,"Woodward, Inc.",WWD,NMS,42.3,0,20.3,15,1.6,2,8.61,3,1.10,4,96.8,4,0.3,2,5,6,O,10,46,,=W128+X128,
128,"Lincoln Electric Holdings, Inc.",LECO,NMS,26.6,0,35.6,15,3.7,4,9.48,3,5.27,0,158.1,2,1.2,2,27,10,O,10,46,,=W129+X129,
129,"UDR, Inc.",UDR,NYQ,25.5,0,14.9,5,4.9,4,3.81,0,0.40,10,189.5,2,4.5,5,16,10,O,10,46,,=W130+X130,
130,DB손해보험,005830,KOSPI/KOSDAQ,4.8,10,15.4,10,-0.9,0,0.75,5,-,0,541.3,0,4.8,5,6,6,O,10,46,,=W131+X131,
131,F&F,383220,KOSPI/KOSDAQ,6.8,7,20.2,15,-0.9,0,1.38,5,0.54,7,43.0,7,3.7,5,1,0,X,0,46,,=W132+X132,
132,"MetLife, Inc.",MET,NYQ,14.8,2,13.2,5,31.8,10,1.97,0,0.80,7,2618.2,0,2.7,2,13,10,O,10,46,,=W133+X133,
133,Expeditors International of Was,EXPD,NYQ,25.5,0,36.6,15,4.5,4,9.33,3,-,0,109.2,2,1.0,2,29,10,O,10,46,,=W134+X134,
134,Tencent Music Entertainment Gro,TME,NYQ,10.8,2,11.9,5,63.9,10,1.22,0,0.23,10,30.6,7,2.0,2,1,0,O,10,46,,=W135+X135,
135,Wintrust Financial Corporation,WTFC,NMS,11.9,2,11.7,5,8.4,10,1.39,0,0.96,7,878.0,0,1.3,2,12,10,O,10,46,,=W136+X136,
136,"Williams-Sonoma, Inc.",WSM,NYQ,22.6,0,58.2,15,4.3,4,13.18,3,8.37,0,170.6,2,1.2,2,19,10,O,10,46,,=W137+X137,
137,GE Aerospace,GE,NYQ,39.2,0,47.8,15,2.1,2,18.73,3,0.09,10,610.0,0,0.4,2,3,3,O,10,45,,=W138+X138,
138,"Yum China Holdings, Inc.",YUMC,NYQ,16.7,0,17.3,10,5.4,7,2.89,2,0.49,10,87.1,4,1.1,2,0,0,O,10,45,,=W139+X139,
139,AT&T Inc.,T,NYQ,8.1,5,19.9,10,11.0,10,1.60,5,-,0,263.9,0,4.5,5,0,0,O,10,45,,=W140+X140,
140,키움증권,039490,KOSPI/KOSDAQ,8.7,5,16.0,10,-0.7,0,1.39,5,0.26,10,1247.2,0,3.1,5,2,0,O,10,45,,=W141+X141,
141,"Watsco, Inc.",WSO-B,NYQ,30.9,0,18.0,10,3.5,4,5.55,2,-,0,51.9,7,2.9,2,12,10,O,10,45,,=W142+X142,
142,LATAM Airlines Group S.A.,LTM,NYQ,9.1,5,86.9,15,-12.3,0,7.89,3,0.13,10,867.6,0,1.9,2,0,0,O,10,45,,=W143+X143,
143,현대엘리베이터,017800,KOSPI/KOSDAQ,10.6,2,25.8,15,-1.5,0,2.72,5,0.27,10,258.8,0,17.8,10,3,3,X,0,45,,=W144+X144,
144,NatWest Group plc,NWG,NYQ,8.4,5,13.7,5,9.1,10,1.20,0,0.32,10,1617.2,0,4.1,5,1,0,O,10,45,,=W145+X145,
145,Royalty Pharma plc,RPRX,NMS,36.7,0,12.0,5,8.2,10,4.41,0,0.23,10,143.4,2,1.6,2,5,6,O,10,45,,=W146+X146,
146,"Watts Water Technologies, Inc.",WTS,NYQ,28.4,0,17.5,10,3.4,4,4.97,2,2.64,0,40.2,7,0.6,2,13,10,O,10,45,,=W147+X147,
147,"Penske Automotive Group, Inc.",PAG,NYQ,12.0,2,16.3,10,5.9,7,1.95,5,-,0,223.1,0,3.1,5,5,6,O,10,45,,=W148+X148,
148,"Advanced Drainage Systems, Inc.",WMS,NYQ,25.8,0,22.1,15,5.2,7,5.69,3,-,0,131.9,2,0.5,2,5,6,O,10,45,,=W149+X149,
149,Pan American Silver Corp.,PAAS,NYQ,18.4,0,17.2,10,4.4,4,3.16,2,0.14,10,37.8,7,0.4,2,0,0,O,10,45,,=W150+X150,
150,Union Pacific Corporation,UNP,NYQ,22.0,0,37.1,15,3.5,4,8.16,3,9.81,0,258.7,0,2.0,2,19,10,O,10,44,,=W151+X151,
151,American Express Company,AXP,NYQ,19.3,0,33.0,15,7.4,7,6.36,3,1.20,4,808.6,0,1.0,2,4,3,O,10,44,,=W152+X152,
152,KLA Corporation,KLAC,NMS,54.4,0,80.1,15,1.5,2,43.56,3,3.65,0,189.4,2,0.4,2,10,10,O,10,44,,=W153+X153,
153,Illinois Tool Works Inc.,ITW,NYQ,23.0,0,97.1,15,3.8,4,22.35,3,9.60,0,403.7,0,2.5,2,30,10,O,10,44,,=W154+X154,
154,Texas Instruments Incorporated,TXN,NMS,53.8,0,32.0,15,0.9,2,17.21,3,-,0,105.0,2,1.7,2,22,10,O,10,44,,=W155+X155,
155,"C.H. Robinson Worldwide, Inc.",CHRW,NMS,35.4,0,35.2,15,4.0,4,12.46,3,-,0,207.2,0,1.4,2,14,10,O,10,44,,=W156+X156,
156,"Motorola Solutions, Inc.",MSI,NYQ,33.1,0,82.2,15,3.7,4,27.18,3,1.93,0,649.3,0,1.1,2,14,10,O,10,44,,=W157+X157,
157,"W.W. Grainger, Inc.",GWW,NYQ,33.2,0,45.3,15,2.3,2,15.05,3,5.92,0,130.5,2,0.7,2,40,10,O,10,44,,=W158+X158,
158,"Monolithic Power Systems, Inc.",MPWR,NMS,118.1,0,18.5,10,0.8,2,21.87,2,9.51,0,21.0,10,0.4,2,8,8,O,10,44,,=W159+X159,
159,The Bank of New York Mellon Cor,BK,NYQ,16.1,0,13.3,5,5.4,7,2.14,0,0.44,10,1152.7,0,1.5,2,15,10,O,10,44,,=W160+X160,
160,Colgate-Palmolive Company,CL,NYQ,35.4,0,1439.3,15,4.9,4,508.93,3,4.86,0,11120.0,0,2.2,2,52,10,O,10,44,,=W161+X161,
161,Ericsson,ERIC,NMS,15.7,0,24.6,15,68.5,10,0.41,5,1.06,4,182.8,2,2.2,2,6,6,X,0,44,,=W162+X162,
162,Infosys Limited,INFY,NYQ,15.3,0,33.9,15,7.4,7,5.19,3,5.51,0,67.5,4,4.1,5,0,0,O,10,44,,=W163+X163,
