순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
163,"Reinsurance Group of America, I",RGA,NYQ,11.0,2,9.2,0,30.3,10,1.02,0,0.34,10,1133.4,0,1.8,2,14,10,O,10,44,,=W164+X164,
164,Tractor Supply Company,TSCO,NMS,15.3,0,43.0,15,4.5,4,6.59,3,7.72,0,363.9,0,2.9,2,15,10,O,10,44,,=W165+X165,
165,M&T Bank Corporation,MTB,NYQ,11.0,2,10.5,5,8.9,10,1.15,0,0.79,7,667.7,0,2.7,2,9,8,O,10,44,,=W166+X166,
166,"CF Industries Holdings, Inc.",CF,NYQ,10.2,2,32.9,15,10.0,10,3.37,3,-,0,118.9,2,1.7,2,0,0,O,10,44,,=W167+X167,
167,에이피알,278470,KOSPI/KOSDAQ,51.1,0,57.2,15,-,0,29.23,3,0.30,10,88.1,4,0.9,2,0,0,O,10,44,,=W168+X168,
168,Accenture plc,ACN,NYQ,14.5,2,24.5,15,9.8,10,3.56,3,3.38,0,109.9,2,2.5,2,0,0,O,10,44,,=W169+X169,
169,"Applied Materials, Inc.",AMAT,NMS,42.2,0,35.6,15,1.6,2,15.03,3,8.13,0,68.5,4,0.4,2,8,8,O,10,44,,=W170+X170,
170,"Church & Dwight Company, Inc.",CHD,NYQ,31.7,0,17.5,10,4.7,4,5.55,2,1.47,4,115.2,2,1.2,2,29,10,O,10,44,,=W171+X171,
171,Sherwin-Williams Company (The),SHW,NYQ,29.1,0,58.7,15,3.5,4,17.08,3,2.93,0,495.3,0,1.0,2,40,10,O,10,44,,=W172+X172,
172,"First Citizens BancShares, Inc.",FCNCA,NMS,10.6,2,10.2,5,5.7,7,1.09,0,0.30,10,970.2,0,0.4,2,9,8,O,10,44,,=W173+X173,
173,"Gap, Inc. (The)",GAP,NYQ,12.3,2,21.5,15,8.2,10,2.63,5,-,0,232.3,0,2.5,2,1,0,O,10,44,,=W174+X174,
174,Kroger Company (The),KR,NYQ,39.5,0,17.1,10,8.6,10,6.78,2,-,0,742.7,0,2.1,2,19,10,O,10,44,,=W175+X175,
175,"Prudential Financial, Inc.",PRU,NYQ,10.1,2,10.8,5,17.8,10,1.10,0,-,0,2284.5,0,5.4,7,17,10,O,10,44,,=W176+X176,
176,Mastercard Incorporated,MA,NYQ,28.3,0,231.7,15,3.7,4,65.62,3,1.63,0,680.6,0,0.6,2,14,10,O,10,44,,=W177+X177,
177,"Cisco Systems, Inc.",CSCO,NMS,39.5,0,24.5,15,2.8,2,9.67,3,-,0,156.9,2,1.4,2,14,10,O,10,44,,=W178+X178,
178,Honeywell International Inc.,HON,NMS,36.3,0,30.2,15,3.6,4,10.95,3,88.26,0,436.5,0,1.9,2,15,10,O,10,44,,=W179+X179,
179,Tradeweb Markets Inc.,TW,NMS,24.4,0,13.1,5,5.0,7,3.21,0,0.67,7,14.9,10,0.5,2,3,3,O,10,44,,=W180+X180,
180,Howmet Aerospace Inc.,HWM,NYQ,60.1,0,31.6,15,1.4,2,18.97,3,1.21,4,136.6,2,0.2,2,5,6,O,10,44,,=W181+X181,
181,"Automatic Data Processing, Inc.",ADP,NMS,20.4,0,68.4,15,5.0,4,13.94,3,1.62,0,915.5,0,2.9,2,23,10,O,10,44,,=W182+X182,
182,"Rollins, Inc.",ROL,NYQ,44.9,0,38.3,15,2.7,2,17.22,3,3.39,0,128.7,2,1.4,2,24,10,O,10,44,,=W183+X183,
183,Sysco Corporation,SYY,NYQ,21.0,0,75.6,15,4.4,4,15.90,3,1.72,0,1118.2,0,2.8,2,10,10,O,10,44,,=W184+X184,
184,Verizon Communications Inc.,VZ,NYQ,11.7,2,16.8,10,9.7,10,1.96,5,-,0,303.2,0,5.7,7,21,10,X,0,44,,=W185+X185,
185,"Argan, Inc.",AGX,NYQ,76.3,0,29.8,15,3.9,4,22.73,3,1.25,4,156.6,2,0.2,2,4,3,O,10,43,,=W186+X186,
186,H World Group Limited,HTHT,NMS,19.2,0,45.7,15,51.6,10,8.53,3,-,0,484.7,0,4.0,5,1,0,O,10,43,,=W187+X187,
187,"Crown Holdings, Inc.",CCK,NYQ,15.2,0,24.7,15,10.2,10,3.76,3,7.17,0,373.4,0,1.1,2,4,3,O,10,43,,=W188+X188,
188,"West Pharmaceutical Services, I",WST,NYQ,42.9,0,18.1,10,2.0,2,7.79,2,-,0,37.4,7,0.3,2,33,10,O,10,43,,=W189+X189,
189,W.R. Berkley Corporation,WRB,NYQ,13.5,2,19.3,10,13.4,10,2.61,2,1.28,4,354.9,0,2.9,2,3,3,O,10,43,,=W190+X190,
190,"Allison Transmission Holdings, ",ALSN,NYQ,23.9,0,23.1,15,6.4,7,5.52,3,2.43,0,225.8,0,0.9,2,6,6,O,10,43,,=W191+X191,
191,Baker Hughes Company,BKR,NMS,20.7,0,16.1,10,3.9,4,3.34,2,0.16,10,162.6,2,1.4,2,4,3,O,10,43,,=W192+X192,
192,Encompass Health Corporation,EHC,NYQ,17.4,0,24.2,15,4.1,4,4.20,3,0.64,7,156.5,2,0.7,2,1,0,O,10,43,,=W193+X193,
193,AFLAC Incorporated,AFL,NYQ,12.5,2,15.5,10,4.4,4,1.94,5,-,0,288.1,0,2.1,2,41,10,O,10,43,,=W194+X194,
194,"Meta Platforms, Inc.",META,NMS,23.1,0,29.0,15,2.8,2,6.68,3,0.58,7,62.2,4,0.3,2,1,0,O,10,43,,=W195+X195,
195,CGI Inc.,GIB,NYQ,12.2,2,16.8,10,13.6,10,1.96,5,1.80,0,93.0,4,0.5,2,1,0,O,10,43,,=W196+X196,
196,Grupo Cibest S.A.,CIB,NYQ,9.2,5,9.7,0,113723.4,10,0.00,5,-,0,966.4,0,11.7,10,4,3,O,10,43,,=W197+X197,
197,"D.R. Horton, Inc.",DHI,NYQ,13.4,2,13.4,5,7.7,7,1.80,0,-,0,48.1,7,1.1,2,11,10,O,10,43,,=W198+X198,
198,"Nike, Inc.",NKE,NYQ,31.2,0,16.0,10,4.7,4,4.98,2,-,0,163.1,2,3.4,5,24,10,O,10,43,,=W199+X199,
199,AngloGold Ashanti PLC,AU,NYQ,14.1,2,40.7,15,6.8,7,5.76,3,0.15,10,62.4,4,2.6,2,2,0,X,0,43,,=W200+X200,
200,Allegion plc,ALLE,NYQ,18.0,0,30.2,15,6.0,7,5.41,3,1.41,4,152.8,2,0.8,2,0,0,O,10,43,,=W201+X201,
201,JP Morgan Chase & Co.,JPM,NYQ,13.7,2,16.2,10,-18.3,0,2.22,2,0.75,7,1246.1,0,1.9,2,15,10,O,10,43,,=W202+X202,
202,KT Corporation,KT,NYQ,8.3,5,9.8,0,9477.8,10,0.79,3,0.77,7,134.2,2,3.0,5,1,0,O,10,42,,=W203+X203,
203,"Rockwell Automation, Inc.",ROK,NYQ,47.0,0,30.9,15,2.7,2,14.54,3,-,0,218.1,0,1.2,2,16,10,O,10,42,,=W204+X204,
204,Coca-Cola Company (The),KO,NYQ,25.3,0,40.7,15,1.5,2,10.31,3,2.19,0,203.6,0,2.5,2,23,10,O,10,42,,=W205+X205,
205,Apple Inc.,AAPL,NMS,37.5,0,115.1,15,2.1,2,43.21,3,5.46,0,248.5,0,0.3,2,13,10,O,10,42,,=W206+X206,
206,Cognizant Technology Solutions ,CTSH,NMS,11.5,2,14.8,5,10.1,10,1.70,0,10.28,0,36.0,7,2.3,2,6,6,O,10,42,,=W207+X207,
207,"Skyworks Solutions, Inc.",SWKS,NMS,33.9,0,6.3,0,8.8,10,2.13,0,-,0,36.9,7,3.5,5,11,10,O,10,42,,=W208+X208,
208,"Bentley Systems, Incorporated",BSY,NMS,36.8,0,23.0,15,5.0,7,8.45,3,2.35,0,187.4,2,0.9,2,3,3,O,10,42,,=W209+X209,
209,"Targa Resources, Inc.",TRGP,NYQ,26.4,0,68.0,15,1.0,2,17.95,3,0.86,7,760.0,0,1.4,2,4,3,O,10,42,,=W210+X210,
210,"BWX Technologies, Inc.",BWXT,NYQ,53.2,0,26.9,15,1.6,2,14.30,3,4.72,0,237.8,0,0.5,2,10,10,O,10,42,,=W211+X211,
211,JB금융지주,175330,KOSPI/KOSDAQ,6.1,7,11.8,5,-1.1,0,0.72,3,1.13,4,1094.6,0,4.8,5,9,8,O,10,42,,=W212+X212,
212,S&P Global Inc.,SPGI,NYQ,26.0,0,15.3,10,4.4,4,3.99,2,2.02,0,78.9,4,0.9,2,12,10,O,10,42,,=W213+X213,
213,"Caterpillar, Inc.",CAT,NYQ,43.8,0,50.5,15,1.8,2,22.16,3,3.09,0,412.0,0,0.7,2,12,10,O,10,42,,=W214+X214,
214,"Ross Stores, Inc.",ROST,NMS,43.8,0,26.9,15,3.0,4,11.80,3,2.98,0,151.3,2,0.7,2,5,6,O,10,42,,=W215+X215,
215,CSX Corporation,CSX,NMS,28.0,0,22.5,15,2.0,2,6.28,3,-,0,225.8,0,1.1,2,21,10,O,10,42,,=W216+X216,
216,GE Vernova Inc.,GEV,NYQ,28.9,0,67.3,15,1.4,2,19.46,3,0.02,10,434.9,0,0.1,2,1,0,O,10,42,,=W217+X217,
217,Texas Pacific Land Corporation,TPL,NYQ,55.0,0,32.4,15,0.1,2,17.80,3,19.75,0,12.6,10,0.5,2,0,0,O,10,42,,=W218+X218,
218,Regions Financial Corporation,RF,NYQ,10.9,2,11.8,5,8.9,10,1.29,0,37.24,0,755.6,0,3.7,5,13,10,O,10,42,,=W219+X219,
219,Ambev S.A.,ABEV,NYQ,16.0,0,17.3,10,39.6,10,2.79,2,7.79,0,57.6,7,2.2,2,0,0,O,10,41,,=W220+X220,
220,"Delta Air Lines, Inc.",DAL,NYQ,12.0,2,22.0,15,7.1,7,2.64,5,0.22,10,314.4,0,0.8,2,2,0,X,0,41,,=W221+X221,
221,AXIA Energia,AXIA,NYQ,12.0,2,7.9,0,40.3,10,1.22,0,0.93,7,131.0,2,8.0,10,2,0,O,10,41,,=W222+X222,
222,Target Corporation,TGT,NYQ,22.0,0,16.5,10,4.8,4,3.63,2,2.04,0,268.0,0,3.5,5,42,10,O,10,41,,=W223+X223,
223,Companhia de saneamento Basico ,SBS,NYQ,11.2,2,20.0,10,-27.4,0,2.27,2,0.27,10,166.8,2,2.4,2,4,3,O,10,41,,=W224+X224,
224,"Salesforce, Inc.",CRM,NYQ,25.9,0,10.0,5,9.4,10,2.59,0,0.11,10,89.9,4,0.9,2,1,0,O,10,41,,=W225+X225,
225,TE Connectivity plc,TEL,NYQ,21.4,0,22.0,15,5.2,7,4.69,3,-,0,92.9,4,1.0,2,0,0,O,10,41,,=W226+X226,
226,TIM S.A.,TIMB,NYQ,12.6,2,17.7,10,83.6,10,11.53,2,6.02,0,136.7,2,4.4,5,0,0,O,10,41,,=W227+X227,
227,"American Financial Group, Inc.",AFG,NYQ,12.5,2,18.8,10,13.9,10,2.35,2,-,0,591.6,0,5.5,7,0,0,O,10,41,,=W228+X228,
228,"FirstCash Holdings, Inc.",FCFS,NMS,27.9,0,15.4,10,5.4,7,4.30,2,2.43,0,133.3,2,0.7,2,9,8,O,10,41,,=W229+X229,
229,Fifth Third Bancorp - Depositar,FITBI,NMS,7.7,7,6.4,0,22.7,10,0.49,4,-,0,770.9,0,8.1,10,0,0,O,10,41,,=W230+X230,
230,Pentair plc.,PNR,NYQ,17.4,0,17.6,10,6.4,7,3.06,2,1.59,0,85.6,4,1.4,2,6,6,O,10,41,,=W231+X231,
231,Morgan Stanley,MS,NYQ,17.7,0,15.8,10,-6.5,0,2.81,2,0.96,7,1282.8,0,1.9,2,12,10,O,10,41,,=W232+X232,
232,Erie Indemnity Company,ERIE,NMS,22.3,0,24.3,15,4.5,4,5.41,3,0.96,7,43.5,7,2.5,2,4,3,X,0,41,,=W233+X233,
233,Johnson Controls International ,JCI,NYQ,23.7,0,26.1,15,1.2,2,6.18,3,0.74,7,183.5,2,0.5,2,0,0,O,10,41,,=W234+X234,
234,"T-Mobile US, Inc.",TMUS,NMS,19.8,0,18.9,10,7.4,7,3.73,2,0.29,10,284.2,0,1.9,2,2,0,O,10,41,,=W235+X235,
235,"Cencora, Inc.",COR,NYQ,20.5,0,75.0,15,6.1,7,15.40,3,-,0,2297.7,0,0.8,2,3,3,O,10,40,,=W236+X236,
236,한국전력공사,015760,KOSPI/KOSDAQ,2.9,10,16.9,10,-63.4,0,0.49,5,0.02,10,401.4,0,4.0,5,1,0,X,0,40,,=W237+X237,
237,ZTO Express (Cayman) Inc.,ZTO,NYQ,13.2,2,14.8,5,33.2,10,1.80,0,1.30,4,56.2,7,1.6,2,0,0,O,10,40,,=W238+X238,
238,Oracle Corporation,ORCL,NYQ,36.6,0,42.1,15,-0.1,0,15.41,3,1.69,0,535.6,0,0.9,2,12,10,O,10,40,,=W239+X239,
239,Deutsche Bank AG,DB,NYQ,9.0,5,9.1,0,72.0,10,0.69,3,0.90,7,1798.9,0,2.3,2,3,3,O,10,40,,=W240+X240,
240,"J.B. Hunt Transport Services, I",JBHT,NMS,41.7,0,17.3,10,3.7,4,7.22,2,-,0,120.6,2,0.6,2,12,10,O,10,40,,=W241+X241,
241,Antero Midstream Corporation,AM,NYQ,24.6,0,21.2,15,7.6,7,5.22,3,3.02,0,230.8,0,4.3,5,0,0,O,10,40,,=W242+X242,
242,Marathon Petroleum Corporation,MPC,NYQ,16.0,0,27.6,15,6.4,7,4.43,3,-,0,386.6,0,1.5,2,4,3,O,10,40,,=W243+X243,
243,"Nasdaq, Inc.",NDAQ,NMS,27.2,0,15.9,10,3.8,4,4.32,2,2.48,0,126.8,2,1.2,2,13,10,O,10,40,,=W244+X244,
244,Murphy USA Inc.,MUSA,NYQ,17.3,0,84.1,15,3.9,4,14.53,3,-,0,638.8,0,0.4,2,5,6,O,10,40,,=W245+X245,
245,"Fidelity National Financial, In",FNF,NYQ,16.8,0,10.5,5,44.4,10,1.76,0,-,0,1416.9,0,4.1,5,14,10,O,10,40,,=W246+X246,
246,Broadcom Inc.,AVGO,NMS,83.5,0,31.3,15,1.3,2,26.11,3,3.87,0,112.7,2,0.6,2,6,6,O,10,40,,=W247+X247,
247,달바글로벌,483650,KOSPI/KOSDAQ,30.8,0,34.1,15,-0.0,0,10.49,3,0.07,10,28.7,10,1.1,2,2,0,X,0,40,,=W248+X248,
248,"Raymond James Financial, Inc.",RJF,NYQ,13.2,2,17.1,10,7.9,7,2.25,2,0.95,7,631.3,0,1.4,2,1,0,O,10,40,,=W249+X249,
249,HP Inc.,HPQ,NYQ,9.3,5,-,0,12.0,10,-,0,-,0,-,0,4.7,5,15,10,O,10,40,,=W250+X250,
250,"Merck & Company, Inc.",MRK,NYQ,33.2,0,19.5,10,4.2,4,6.46,2,3.93,0,180.4,2,2.7,2,15,10,O,10,40,,=W251+X251,
251,"Tapestry, Inc.",TPR,NYQ,45.7,0,97.1,15,3.6,4,44.38,3,-,0,847.6,0,1.0,2,5,6,O,10,40,,=W252+X252,
252,"Darden Restaurants, Inc.",DRI,NYQ,21.4,0,52.5,15,4.3,4,11.25,3,3.44,0,512.6,0,2.8,2,5,6,O,10,40,,=W253+X253,
253,General Dynamics Corporation,GD,NYQ,22.0,0,16.6,10,4.1,4,3.67,2,2.68,0,126.3,2,1.7,2,12,10,O,10,40,,=W254+X254,
254,"The Ensign Group, Inc.",ENSG,NMS,28.0,0,15.4,10,3.6,4,4.30,2,2.01,0,137.0,2,0.1,2,18,10,O,10,40,,=W255+X255,
255,Carpenter Technology Corporatio,CRS,NYQ,48.5,0,23.2,15,1.2,2,11.24,3,1.03,4,77.9,4,0.2,2,0,0,O,10,40,,=W256+X256,
256,"Texas Roadhouse, Inc.",TXRH,NMS,28.7,0,27.4,15,2.8,2,7.86,3,1.87,0,134.2,2,1.5,2,5,6,O,10,40,,=W257+X257,
257,"Eaton Corporation, PLC",ETN,NYQ,39.2,0,20.2,15,2.3,2,7.93,3,2.02,0,179.1,2,1.0,2,5,6,O,10,40,,=W258+X258,
258,"America Movil, S.A.B. de C.V.",AMX,NYQ,15.4,0,20.1,15,182.4,10,3.65,3,3.12,0,322.8,0,1.1,2,0,0,O,10,40,,=W259+X259,
259,GS,078930,KOSPI/KOSDAQ,6.5,7,5.2,0,-28.0,0,0.34,4,0.32,10,85.8,4,4.1,5,2,0,O,10,40,,=W260+X260,
260,한국금융지주,071050,KOSPI/KOSDAQ,6.2,7,15.7,10,-0.1,0,0.97,5,0.07,10,1050.9,0,3.7,5,3,3,X,0,40,,=W261+X261,
261,Gen Digital Inc.,GEN,NMS,15.4,0,37.3,15,10.2,10,5.73,3,-,0,497.1,0,2.0,2,0,0,O,10,40,,=W262+X262,
