순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
31,Willis Towers Watson Public Lim,WTW,NMS,14.3,2,20.9,15,6.5,7,2.98,5,0.65,7,270.5,0,1.5,2,9,8,O,10,56,,=W32+X32,
32,"T. Rowe Price Group, Inc.",TROW,NMS,10.6,2,19.4,10,6.6,7,2.07,2,0.94,7,23.4,10,5.0,5,3,3,O,10,56,,=W33+X33,
33,클래시스,214150,KOSPI/KOSDAQ,25.0,0,25.5,15,-0.4,0,6.37,3,0.71,7,26.2,10,0.5,2,8,8,O,10,55,,=W34+X34,
34,"Best Buy Co., Inc.",BBY,NYQ,11.2,2,36.1,15,10.5,10,4.04,3,-,0,394.9,0,6.7,7,8,8,O,10,55,,=W35+X35,
35,Intuit Inc.,INTU,NMS,24.4,0,22.8,15,5.7,7,5.56,3,1.04,4,79.9,4,1.1,2,14,10,O,10,55,,=W36+X36,
36,Progressive Corporation (The),PGR,NYQ,10.0,5,36.1,15,14.9,10,3.61,3,0.07,10,281.4,0,2.5,2,2,0,O,10,55,,=W37+X37,
37,"Rogers Communication, Inc.",RCI,NYQ,3.8,10,39.2,15,10.8,10,1.51,5,0.07,10,365.2,0,3.0,5,0,0,X,0,55,,=W38+X38,
38,Banco Bilbao Vizcaya Argentaria,BBVA,NYQ,10.3,2,19.2,10,10.6,10,1.95,5,0.48,10,1481.2,0,3.8,5,4,3,O,10,55,,=W39+X39,
39,Applied Industrial Technologies,AIT,NYQ,29.5,0,21.7,15,3.9,4,6.40,3,0.76,7,60.7,4,0.6,2,16,10,O,10,55,,=W40+X40,
40,"Broadridge Financial Solutions,",BR,NYQ,15.2,0,39.0,15,6.3,7,5.95,3,0.95,7,211.5,0,2.6,2,18,10,O,10,54,,=W41+X41,
41,Fox Corporation,FOXA,NMS,15.2,0,17.3,10,10.4,10,2.64,2,0.47,10,94.7,4,0.8,2,5,6,O,10,54,,=W42+X42,
42,Millicom International Cellular,TIGO,NMS,10.4,2,36.2,15,6.7,7,3.76,3,0.12,10,374.5,0,5.5,7,0,0,O,10,54,,=W43+X43,
43,Target Corporation,TGT,NYQ,15.1,0,22.9,15,5.1,7,3.47,3,1.40,4,268.0,0,3.7,5,42,10,O,10,54,,=W44+X44,
44,XP Inc.,XP,NMS,9.5,5,22.0,15,148.2,10,2.07,5,0.60,7,1584.0,0,1.0,2,0,0,O,10,54,,=W45+X45,
45,케이씨씨,002380,KOSPI/KOSDAQ,2.6,10,20.6,15,-8.1,0,0.53,5,0.01,10,117.6,2,2.8,2,2,0,O,10,54,,=W46+X46,
46,Newmont Corporation,NEM,NYQ,15.0,2,24.2,15,5.8,7,3.62,3,0.19,10,64.6,4,0.9,2,0,0,O,10,53,,=W47+X47,
47,H World Group Limited,HTHT,NMS,19.2,0,39.7,15,51.0,10,7.44,3,0.01,10,404.7,0,3.9,5,1,0,O,10,53,,=W48+X48,
48,Zoetis Inc.,ZTS,NYQ,12.1,2,81.8,15,7.2,7,9.86,3,1.17,4,368.7,0,2.6,2,12,10,O,10,53,,=W49+X49,
49,파마리서치,214450,KOSPI/KOSDAQ,20.3,0,24.4,15,-0.9,0,4.95,3,0.23,10,43.5,7,0.3,2,6,6,O,10,53,,=W50+X50,
50,Globe Life Inc.,GL,NYQ,13.6,2,15.2,10,10.2,10,2.06,2,0.58,7,415.7,0,0.7,2,10,10,O,10,53,,=W51+X51,
51,Edison International,EIX,NYQ,7.2,7,21.8,15,-2.6,0,1.58,5,0.08,10,436.4,0,4.7,5,1,0,O,10,52,,=W52+X52,
52,"Ameriprise Financial, Inc.",AMP,NYQ,15.0,2,45.5,15,18.3,10,6.81,3,1.59,0,2815.0,0,1.3,2,20,10,O,10,52,,=W53+X53,
53,CDW Corporation,CDW,NMS,12.3,2,42.1,15,8.2,10,5.18,3,-,0,543.9,0,2.5,2,12,10,O,10,52,,=W54+X54,
54,Evercore Inc.,EVR,NYQ,19.1,0,41.9,15,8.3,10,8.01,3,2.91,0,124.9,2,1.0,2,18,10,O,10,52,,=W55+X55,
55,"Simon Property Group, Inc.",SPG,NYQ,14.3,2,88.9,15,4.8,4,12.70,3,0.48,10,650.9,0,4.2,5,4,3,O,10,52,,=W56+X56,
56,The AES Corporation,AES,NYQ,7.7,7,30.6,15,-15.7,0,2.34,5,0.01,10,983.3,0,4.9,5,13,10,X,0,52,,=W57+X57,
57,Cincinnati Financial Corporatio,CINF,NMS,9.4,5,17.5,10,11.9,10,1.65,5,-,0,162.3,2,2.1,2,7,8,O,10,52,,=W58+X58,
58,"Cheniere Energy, Inc.",LNG,NYQ,9.7,5,67.3,15,4.8,4,6.55,3,0.16,10,439.7,0,0.9,2,4,3,O,10,52,,=W59+X59,
59,"United Parcel Service, Inc.",UPS,NYQ,19.1,0,27.0,15,5.7,7,5.16,3,-,0,350.2,0,6.7,7,16,10,O,10,52,,=W60+X60,
60,Kimberly-Clark Corporation,KMB,NMS,15.2,0,118.0,15,5.1,7,17.93,3,7.84,0,850.2,0,5.2,7,20,10,O,10,52,,=W61+X61,
61,"Martin Marietta Materials, Inc.",MLM,NYQ,13.7,2,22.4,15,2.8,2,3.08,3,1.29,4,81.5,4,0.6,2,10,10,O,10,52,,=W62+X62,
62,"Jack Henry & Associates, Inc.",JKHY,NMS,19.1,0,23.0,15,4.2,4,4.41,3,2.36,0,38.9,7,1.7,2,22,10,O,10,51,,=W63+X63,
63,Expand Energy Corporation,EXE,NMS,7.2,7,16.5,10,7.1,7,1.19,5,-,0,51.0,7,3.3,5,1,0,O,10,51,,=W64+X64,
64,"Constellation Brands, Inc.",STZ,NYQ,14.5,2,20.9,15,7.3,7,3.02,3,-,0,167.2,2,2.9,2,10,10,O,10,51,,=W65+X65,
65,"PulteGroup, Inc.",PHM,NYQ,10.8,2,15.8,10,7.9,7,1.70,5,32.48,0,40.5,7,0.8,2,8,8,O,10,51,,=W66+X66,
66,Agnico Eagle Mines Limited,AEM,NYQ,18.1,0,20.3,15,4.4,4,3.68,3,0.23,10,33.8,7,0.8,2,0,0,O,10,51,,=W67+X67,
67,대한조선,439260,KOSPI/KOSDAQ,10.6,2,21.9,15,-0.3,0,2.33,5,0.24,10,44.9,7,0.4,2,0,0,O,10,51,,=W68+X68,
68,Logitech International S.A. - R,LOGI,NMS,26.1,0,24.3,15,5.3,7,6.35,3,8.73,0,75.3,4,1.6,2,11,10,O,10,51,,=W69+X69,
69,"Universal Health Services, Inc.",UHS,NYQ,9.0,5,16.1,10,7.8,7,1.45,5,0.25,10,111.6,2,0.5,2,0,0,O,10,51,,=W70+X70,
70,"Comfort Systems USA, Inc.",FIX,NYQ,58.8,0,43.5,15,1.4,2,25.58,3,0.95,7,146.5,2,0.1,2,13,10,O,10,51,,=W71+X71,
71,Garmin Ltd.,GRMN,NYQ,26.1,0,18.7,10,3.0,4,4.89,2,1.34,4,18.1,10,1.5,2,8,8,O,10,50,,=W72+X72,
72,"Paychex, Inc.",PAYX,NMS,19.5,0,40.8,15,5.4,7,7.96,3,3.22,0,336.3,0,4.8,5,12,10,O,10,50,,=W73+X73,
73,Hubbell Inc,HUBB,NYQ,28.4,0,24.0,15,3.4,4,6.82,3,1.38,4,123.1,2,1.1,2,18,10,O,10,50,,=W74+X74,
74,Johnson & Johnson,JNJ,NYQ,26.8,0,25.9,15,3.4,4,6.95,3,1.50,4,147.4,2,2.2,2,63,10,O,10,50,,=W75+X75,
75,"Expedia Group, Inc.",EXPE,NMS,21.5,0,100.8,15,11.2,10,21.69,3,0.33,10,1706.0,0,0.7,2,0,0,O,10,50,,=W76+X76,
76,"Automatic Data Processing, Inc.",ADP,NMS,19.3,0,68.4,15,5.2,7,13.21,3,1.54,0,915.5,0,3.0,5,23,10,O,10,50,,=W77+X77,
77,Barrick Mining Corporation,B,NYQ,14.5,2,18.8,10,5.3,7,2.72,2,0.11,10,59.0,7,1.2,2,1,0,O,10,50,,=W78+X78,
78,"Mueller Industries, Inc.",MLI,NYQ,18.2,0,25.4,15,4.4,4,4.63,3,3.24,0,17.4,10,0.7,2,5,6,O,10,50,,=W79+X79,
79,Credicorp Ltd.,BAP,NYQ,13.2,2,18.1,10,28.2,10,2.37,2,0.91,7,595.0,0,3.4,5,4,3,O,10,49,,=W80+X80,
80,AerCap Holdings N.V.,AER,NYQ,6.0,7,21.3,15,-2.9,0,1.27,5,0.14,10,288.2,0,0.6,2,1,0,O,10,49,,=W81+X81,
81,"Williams-Sonoma, Inc.",WSM,NYQ,19.3,0,52.3,15,5.0,7,10.09,3,7.14,0,159.9,2,1.5,2,19,10,O,10,49,,=W82+X82,
82,Parker-Hannifin Corporation,PH,NYQ,32.4,0,23.8,15,3.0,2,7.71,3,0.83,7,109.9,2,0.8,2,9,8,O,10,49,,=W83+X83,
83,QUALCOMM Incorporated,QCOM,NMS,21.6,0,36.4,15,6.0,7,7.86,3,-,0,109.5,2,1.8,2,22,10,O,10,49,,=W84+X84,
84,TechnipFMC plc,FTI,NYQ,27.6,0,32.2,15,5.9,7,8.90,3,0.29,10,199.7,2,0.3,2,0,0,O,10,49,,=W85+X85,
85,Eli Lilly and Company,LLY,NYQ,35.7,0,81.0,15,0.7,2,28.91,3,0.69,7,273.7,0,0.6,2,11,10,O,10,49,,=W86+X86,
86,Tencent Music Entertainment Gro,TME,NYQ,10.2,2,13.8,5,67.5,10,1.15,0,0.22,10,24.3,10,2.1,2,1,0,O,10,49,,=W87+X87,
87,NVIDIA Corporation,NVDA,NMS,48.0,0,76.3,15,1.7,2,36.62,3,0.23,10,31.5,7,0.0,2,2,0,O,10,49,,=W88+X88,
88,"Powell Industries, Inc.",POWL,NMS,58.1,0,26.4,15,1.4,2,15.32,3,0.43,10,66.4,4,0.1,2,3,3,O,10,49,,=W89+X89,
89,Alamos Gold Inc.,AGI,NYQ,17.4,0,23.0,15,1.5,2,4.01,3,0.09,10,41.9,7,0.1,2,0,0,O,10,49,,=W90+X90,
90,Infosys Limited,INFY,NYQ,14.1,2,33.9,15,8.0,10,4.76,3,5.06,0,67.5,4,4.4,5,0,0,O,10,49,,=W91+X91,
91,Chubb Limited,CB,NYQ,11.2,2,15.3,10,10.1,10,1.71,5,0.41,10,265.0,0,0.6,2,0,0,O,10,49,,=W92+X92,
92,"PPG Industries, Inc.",PPG,NYQ,15.0,2,19.6,10,4.9,4,2.93,2,0.88,7,171.5,2,2.6,2,42,10,O,10,49,,=W93+X93,
93,Graco Inc.,GGG,NYQ,25.0,0,18.8,10,5.0,4,4.70,2,4.98,0,21.6,10,1.4,2,20,10,O,10,48,,=W94+X94,
94,"InterDigital, Inc.",IDCC,NMS,33.0,0,36.9,15,3.5,4,12.18,3,0.58,7,87.5,4,0.6,2,3,3,O,10,48,,=W95+X95,
95,"Donaldson Company, Inc.",DCI,NYQ,26.1,0,24.0,15,3.4,4,6.28,3,5.60,0,94.3,4,1.4,2,30,10,O,10,48,,=W96+X96,
96,"Lennox International, Inc.",LII,NYQ,22.4,0,66.1,15,3.5,4,14.83,3,1.25,4,253.6,0,1.0,2,16,10,O,10,48,,=W97+X97,
97,Moody's Corporation,MCO,NYQ,30.7,0,83.3,15,3.4,4,25.62,3,1.37,4,387.1,0,0.9,2,16,10,O,10,48,,=W98+X98,
98,Snap-On Incorporated,SNA,NYQ,18.9,0,17.2,10,5.2,7,3.24,2,4.20,0,42.5,7,2.4,2,16,10,O,10,48,,=W99+X99,
99,Dr. Reddy's Laboratories Ltd,RDY,NYQ,25.5,0,15.2,10,107.0,10,16.72,2,0.75,7,50.3,7,0.7,2,0,0,O,10,48,,=W100+X100,
100,Tractor Supply Company,TSCO,NMS,17.6,0,35.5,15,4.6,4,6.24,3,8.85,0,323.6,0,3.0,5,15,10,O,10,47,,=W101+X101,
101,CNA Financial Corporation,CNA,NYQ,9.7,5,11.2,5,20.4,10,1.09,0,0.77,7,531.5,0,8.9,10,2,0,O,10,47,,=W102+X102,
102,"Everest Group, Ltd.",EG,NYQ,6.8,7,13.3,5,22.2,10,0.91,3,0.19,10,307.7,0,1.1,2,0,0,O,10,47,,=W103+X103,
103,Service Corporation Internation,SCI,NYQ,20.5,0,33.8,15,5.1,7,6.91,3,8.22,0,1072.3,0,1.7,2,12,10,O,10,47,,=W104+X104,
104,"Assurant, Inc.",AIZ,NYQ,17.5,0,12.4,5,12.6,10,2.16,0,0.35,10,518.1,0,1.3,2,21,10,O,10,47,,=W105+X105,
105,AECOM,ACM,NYQ,22.9,0,21.0,15,6.4,7,4.82,3,0.93,7,425.4,0,1.3,2,3,3,O,10,47,,=W106+X106,
106,Marsh,MRSH,NYQ,19.8,0,26.9,15,6.4,7,5.34,3,1.69,0,300.3,0,2.1,2,16,10,O,10,47,,=W107+X107,
107,Novartis AG,NVS,NYQ,21.2,0,35.1,15,5.3,7,7.45,3,0.68,7,206.7,0,2.7,2,3,3,O,10,47,,=W108+X108,
108,AT&T Inc.,T,NYQ,8.0,7,19.9,10,11.1,10,1.59,5,-,0,263.9,0,4.5,5,0,0,O,10,47,,=W109+X109,
109,Lockheed Martin Corporation,LMT,NYQ,25.1,0,64.0,15,5.7,7,16.06,3,-,0,691.0,0,2.6,2,23,10,O,10,47,,=W110+X110,
110,"Pepsico, Inc.",PEP,NMS,23.3,0,40.8,15,3.8,4,9.53,3,-,0,416.7,0,3.8,5,27,10,O,10,47,,=W111+X111,
111,American Tower Corporation (REI,AMT,NYQ,27.4,0,82.3,15,4.8,4,22.60,3,2.24,0,1506.9,0,4.0,5,14,10,O,10,47,,=W112+X112,
112,Carlisle Companies Incorporated,CSL,NYQ,19.7,0,43.9,15,6.8,7,8.65,3,-,0,262.3,0,1.2,2,24,10,O,10,47,,=W113+X113,
113,Colgate-Palmolive Company,CL,NYQ,34.3,0,1439.3,15,5.1,7,493.28,3,4.71,0,11120.0,0,2.3,2,52,10,O,10,47,,=W114+X114,
114,"EMCOR Group, Inc.",EME,NYQ,31.1,0,34.6,15,2.9,2,10.75,3,0.60,7,145.9,2,0.1,2,5,6,O,10,47,,=W115+X115,
115,Avery Dennison Corporation,AVY,NYQ,17.8,0,30.0,15,5.6,7,5.33,3,-,0,290.3,0,2.3,2,15,10,O,10,47,,=W116+X116,
116,Northrop Grumman Corporation,NOC,NYQ,17.1,0,26.7,15,4.2,4,4.57,3,-,0,192.2,2,1.6,2,22,10,O,10,46,,=W117+X117,
117,F&F,383220,KOSPI/KOSDAQ,7.9,7,22.9,15,-0.8,0,1.81,5,0.63,7,42.9,7,3.2,5,1,0,X,0,46,,=W118+X118,
118,Amphenol Corporation,APH,NYQ,37.3,0,31.9,15,2.6,2,11.92,3,1.26,4,200.6,0,0.6,2,14,10,O,10,46,,=W119+X119,
119,Expeditors International of Was,EXPD,NYQ,34.0,0,25.7,15,4.6,4,8.74,3,-,0,107.6,2,1.0,2,29,10,O,10,46,,=W120+X120,
120,RPM International Inc.,RPM,NYQ,18.8,0,21.2,15,4.3,4,3.99,3,1.55,0,150.5,2,2.1,2,12,10,O,10,46,,=W121+X121,
121,Procter & Gamble Company (The),PG,NYQ,20.8,0,30.5,15,4.1,4,6.33,3,5.37,0,135.1,2,2.9,2,22,10,O,10,46,,=W122+X122,
122,Lam Research Corporation,LRCX,NMS,56.1,0,63.4,15,1.4,2,35.53,3,6.83,0,96.4,4,0.3,2,11,10,O,10,46,,=W123+X123,
123,Oshkosh Corporation (Holding Co,OSK,NYQ,15.4,0,14.3,5,5.7,7,2.20,0,0.27,10,122.3,2,1.3,2,12,10,O,10,46,,=W124+X124,
124,Visa Inc.,V,NYQ,31.1,0,62.4,15,3.1,4,19.36,3,2.32,0,166.5,2,0.8,2,17,10,O,10,46,,=W125+X125,
125,Alphabet Inc.,GOOG,NMS,30.3,0,33.5,15,1.5,2,10.15,3,0.91,7,47.0,7,0.2,2,1,0,O,10,46,,=W126+X126,
126,Microsoft Corporation,MSFT,NMS,24.3,0,30.2,15,2.3,2,7.36,3,1.99,0,67.5,4,0.8,2,20,10,O,10,46,,=W127+X127,
127,Alphabet Inc.,GOOGL,NMS,30.6,0,33.5,15,1.5,2,10.25,3,0.92,7,47.0,7,0.2,2,1,0,O,10,46,,=W128+X128,
128,"Woodward, Inc.",WWD,NMS,43.6,0,20.3,15,1.5,2,8.87,3,1.13,4,96.8,4,0.3,2,5,6,O,10,46,,=W129+X129,
129,Trip.com Group Limited,TCOM,NMS,7.2,7,2.5,0,38.6,10,1.32,0,0.04,10,55.4,7,0.6,2,0,0,O,10,46,,=W130+X130,
130,U.S. Bancorp,USB,NYQ,10.6,2,11.9,5,9.6,10,1.26,0,1.37,4,964.9,0,3.8,5,15,10,O,10,46,,=W131+X131,
131,"D.R. Horton, Inc.",DHI,NYQ,12.7,2,13.4,5,8.2,10,1.70,0,-,0,48.1,7,1.2,2,11,10,O,10,46,,=W132+X132,
132,"UDR, Inc.",UDR,NYQ,25.1,0,14.9,5,5.0,4,3.75,0,0.40,10,189.5,2,4.6,5,16,10,O,10,46,,=W133+X133,
133,"Advanced Drainage Systems, Inc.",WMS,NYQ,23.3,0,23.5,15,3.4,4,5.48,3,1.05,4,105.4,2,0.5,2,5,6,O,10,46,,=W134+X134,
134,"Nike, Inc.",NKE,NYQ,27.7,0,16.0,10,5.2,7,4.42,2,-,0,163.1,2,3.8,5,24,10,O,10,46,,=W135+X135,
135,"Lincoln Electric Holdings, Inc.",LECO,NMS,27.4,0,35.6,15,3.6,4,9.75,3,5.42,0,158.1,2,1.1,2,27,10,O,10,46,,=W136+X136,
136,GE Aerospace,GE,NYQ,35.6,0,47.8,15,2.4,2,17.02,3,0.08,10,610.0,0,0.5,2,3,3,O,10,45,,=W137+X137,
137,NatWest Group plc,NWG,NYQ,8.0,5,13.7,5,9.5,10,1.14,0,0.31,10,1617.2,0,4.3,5,1,0,O,10,45,,=W138+X138,
138,"Watts Water Technologies, Inc.",WTS,NYQ,29.6,0,16.8,10,3.5,4,4.98,2,2.75,0,42.1,7,0.7,2,13,10,O,10,45,,=W139+X139,
139,Royalty Pharma plc,RPRX,NMS,36.0,0,12.0,5,8.4,10,4.32,0,0.22,10,143.4,2,1.6,2,5,6,O,10,45,,=W140+X140,
140,"Penske Automotive Group, Inc.",PAG,NYQ,12.0,2,16.3,10,5.8,7,1.96,5,-,0,223.1,0,3.1,5,5,6,O,10,45,,=W141+X141,
141,LATAM Airlines Group S.A.,LTM,NYQ,8.4,5,86.9,15,-13.3,0,7.31,3,0.12,10,867.6,0,2.0,2,0,0,O,10,45,,=W142+X142,
142,Pan American Silver Corp.,PAAS,NYQ,20.4,0,17.2,10,4.0,4,3.50,2,0.15,10,37.8,7,0.3,2,0,0,O,10,45,,=W143+X143,
143,Cognizant Technology Solutions ,CTSH,NMS,9.9,5,14.8,5,11.8,10,1.46,0,8.79,0,36.0,7,2.7,2,6,6,O,10,45,,=W144+X144,
144,"Houlihan Lokey, Inc.",HLI,NYQ,23.1,0,19.5,10,7.8,7,4.50,2,-,0,71.6,4,1.6,2,10,10,O,10,45,,=W145+X145,
145,Petroleo Brasileiro S.A. Petrob,PBR-A,NYQ,5.9,7,26.0,15,33.6,10,1.39,5,-,0,193.8,2,3.3,5,0,0,X,0,44,,=W146+X146,
146,"Applied Materials, Inc.",AMAT,NMS,44.9,0,36.1,15,1.6,2,16.21,3,8.65,0,73.3,4,0.4,2,8,8,O,10,44,,=W147+X147,
147,Canadian Natural Resources Limi,CNQ,NYQ,11.8,2,24.4,15,8.4,10,3.04,3,4.33,0,107.0,2,1.8,2,0,0,O,10,44,,=W148+X148,
148,Illinois Tool Works Inc.,ITW,NYQ,30.6,0,73.4,15,3.7,4,22.48,3,12.78,0,400.7,0,2.5,2,30,10,O,10,44,,=W149+X149,
149,"Cisco Systems, Inc.",CSCO,NMS,41.6,0,23.2,15,2.9,2,9.64,3,-,0,158.5,2,1.4,2,14,10,O,10,44,,=W150+X150,
150,"Motorola Solutions, Inc.",MSI,NYQ,31.2,0,89.4,15,3.8,4,27.85,3,1.82,0,703.8,0,1.1,2,14,10,O,10,44,,=W151+X151,
151,"W.W. Grainger, Inc.",GWW,NYQ,35.8,0,45.7,15,2.2,2,16.36,3,6.40,0,129.0,2,0.7,2,40,10,O,10,44,,=W152+X152,
152,"MetLife, Inc.",MET,NYQ,15.5,0,11.9,5,32.6,10,1.85,0,0.84,7,2522.2,0,2.8,2,13,10,O,10,44,,=W153+X153,
153,Ferrovial SE,FER,NMS,49.7,0,40.7,15,3.6,4,7.08,3,1.24,4,334.4,0,1.5,2,5,6,O,10,44,,=W154+X154,
154,"Delta Air Lines, Inc.",DAL,NYQ,10.4,2,22.0,15,8.2,10,2.29,5,0.19,10,314.4,0,0.9,2,2,0,X,0,44,,=W155+X155,
155,"Old Dominion Freight Line, Inc.",ODFL,NMS,54.1,0,17.8,10,2.3,2,9.65,2,-,0,26.9,10,0.6,2,8,8,O,10,44,,=W156+X156,
156,Kroger Company (The),KR,NYQ,41.5,0,17.1,10,8.2,10,7.11,2,-,0,742.7,0,2.0,2,19,10,O,10,44,,=W157+X157,
157,"CF Industries Holdings, Inc.",CF,NYQ,13.2,2,30.1,15,9.4,10,3.97,3,-,0,130.5,2,1.6,2,0,0,O,10,44,,=W158+X158,
158,Walmart Inc.,WMT,NMS,48.5,0,22.0,15,1.4,2,10.65,3,2.00,0,179.2,2,0.7,2,43,10,O,10,44,,=W159+X159,
159,HP Inc.,HPQ,NYQ,7.7,7,-,0,14.5,10,-,0,-,0,-,0,5.6,7,15,10,O,10,44,,=W160+X160,
160,"Reinsurance Group of America, I",RGA,NYQ,11.9,2,8.8,0,29.2,10,1.04,0,0.37,10,1062.6,0,1.7,2,14,10,O,10,44,,=W161+X161,
161,Texas Instruments Incorporated,TXN,NMS,52.5,0,32.0,15,0.9,2,16.79,3,-,0,105.0,2,1.8,2,22,10,O,10,44,,=W162+X162,
162,KLA Corporation,KLAC,NMS,53.4,0,80.1,15,1.5,2,42.77,3,3.58,0,189.4,2,0.4,2,10,10,O,10,44,,=W163+X163,
