순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
26,"PayPal Holdings, Inc.",PYPL,NMS,8.1,5,25.3,15,13.7,10,2.04,5,0.22,10,302.2,0,0.3,2,0,0,O,10,57,,=W27+X27,
27,"Virtu Financial, Inc.",VIRT,NYQ,9.2,5,29.6,15,10.6,10,2.71,5,0.33,10,1148.8,0,1.9,2,0,0,O,10,57,,=W28+X28,
28,Fidelity National Information S,FIS,NYQ,8.4,5,16.7,10,8.1,10,1.41,5,0.00,10,172.1,2,3.7,5,1,0,O,10,57,,=W29+X29,
29,"Ameriprise Financial, Inc.",AMP,NYQ,10.9,2,62.7,15,19.2,10,6.85,3,1.16,4,2869.2,0,1.4,2,20,10,O,10,56,,=W30+X30,
30,"Gilead Sciences, Inc.",GILD,NMS,17.8,0,39.2,15,5.8,7,6.96,3,0.77,7,139.7,2,2.4,2,10,10,O,10,56,,=W31+X31,
31,Kinross Gold Corporation,KGC,NYQ,12.1,2,31.5,15,7.4,7,3.80,3,0.09,10,40.3,7,0.3,2,0,0,O,10,56,,=W32+X32,
32,영원무역홀딩스,009970,KOSPI/KOSDAQ,3.9,10,11.1,5,-10.6,0,0.43,4,0.17,10,32.1,7,2.6,2,9,8,O,10,56,,=W33+X33,
33,Fox Corporation,FOX,NMS,14.6,2,15.6,10,12.0,10,2.27,2,0.45,10,96.8,4,1.0,2,5,6,O,10,56,,=W34+X34,
34,"Martin Marietta Materials, Inc.",MLM,NYQ,12.8,2,22.4,15,3.0,4,2.88,5,1.21,4,81.5,4,0.6,2,10,10,O,10,56,,=W35+X35,
35,"T. Rowe Price Group, Inc.",TROW,NMS,10.6,2,19.4,10,6.7,7,2.06,2,0.94,7,23.4,10,5.0,5,3,3,O,10,56,,=W36+X36,
36,"Dillard's, Inc.",DDS,NYQ,16.5,0,32.1,15,6.6,7,5.29,3,-,0,97.0,4,5.2,7,12,10,O,10,56,,=W37+X37,
37,"Assurant, Inc.",AIZ,NYQ,12.8,2,17.0,10,12.5,10,2.19,2,0.26,10,509.4,0,1.3,2,21,10,O,10,56,,=W38+X38,
38,Globe Life Inc.,GL,NYQ,10.6,2,19.3,10,10.0,10,2.05,2,0.45,10,408.9,0,0.7,2,10,10,O,10,56,,=W39+X39,
39,"Best Buy Co., Inc.",BBY,NYQ,12.1,2,36.1,15,9.7,10,4.36,3,-,0,394.9,0,6.2,7,8,8,O,10,55,,=W40+X40,
40,Applied Industrial Technologies,AIT,NYQ,28.5,0,21.7,15,4.0,4,6.19,3,0.74,7,60.7,4,0.6,2,16,10,O,10,55,,=W41+X41,
41,"Broadridge Financial Solutions,",BR,NYQ,15.9,0,39.0,15,6.0,7,6.23,3,1.00,7,211.5,0,2.5,2,18,10,O,10,54,,=W42+X42,
42,Fox Corporation,FOXA,NMS,16.2,0,15.6,10,10.8,10,2.53,2,0.50,10,96.8,4,0.9,2,5,6,O,10,54,,=W43+X43,
43,Willis Towers Watson Public Lim,WTW,NMS,14.9,2,20.9,15,6.2,7,3.11,3,0.68,7,270.5,0,1.4,2,9,8,O,10,54,,=W44+X44,
44,International Business Machines,IBM,NYQ,22.4,0,32.6,15,4.8,4,7.30,3,0.27,10,373.5,0,2.7,2,30,10,O,10,54,,=W45+X45,
45,Millicom International Cellular,TIGO,NMS,11.8,2,39.3,15,6.3,7,4.64,3,0.14,10,560.3,0,5.2,7,0,0,O,10,54,,=W46+X46,
46,XP Inc.,XP,NMS,9.5,5,22.0,15,148.2,10,2.07,5,0.60,7,1584.0,0,1.0,2,0,0,O,10,54,,=W47+X47,
47,Newmont Corporation,NEM,NYQ,13.9,2,24.2,15,6.2,7,3.37,3,0.18,10,64.6,4,0.9,2,0,0,O,10,53,,=W48+X48,
48,파마리서치,214450,KOSPI/KOSDAQ,18.8,0,23.0,15,-0.9,0,4.33,3,0.21,10,48.2,7,0.4,2,6,6,O,10,53,,=W49+X49,
49,Zoetis Inc.,ZTS,NYQ,12.8,2,81.8,15,6.8,7,10.46,3,1.25,4,368.7,0,2.5,2,12,10,O,10,53,,=W50+X50,
50,"Simon Property Group, Inc.",SPG,NYQ,14.2,2,96.6,15,4.8,4,13.70,3,0.48,10,685.4,0,4.2,5,4,3,O,10,52,,=W51+X51,
51,Progressive Corporation (The),PGR,NYQ,10.1,2,36.1,15,14.7,10,3.64,3,0.07,10,281.4,0,2.5,2,2,0,O,10,52,,=W52+X52,
52,"United Parcel Service, Inc.",UPS,NYQ,15.9,0,33.3,15,5.7,7,5.30,3,-,0,355.4,0,6.7,7,16,10,O,10,52,,=W53+X53,
53,Banco Bilbao Vizcaya Argentaria,BBVA,NYQ,10.8,2,19.2,10,10.2,10,2.04,2,0.50,10,1481.2,0,3.6,5,4,3,O,10,52,,=W54+X54,
54,"Rogers Communication, Inc.",RCI,NYQ,3.9,10,39.2,15,10.5,10,1.51,5,0.07,10,365.2,0,2.9,2,0,0,X,0,52,,=W55+X55,
55,클래시스,214150,KOSPI/KOSDAQ,25.5,0,24.9,15,-0.4,0,6.37,3,0.72,7,51.1,7,0.5,2,8,8,O,10,52,,=W56+X56,
56,Edison International,EIX,NYQ,7.2,7,21.8,15,-2.6,0,1.57,5,0.08,10,436.4,0,4.7,5,1,0,O,10,52,,=W57+X57,
57,Cincinnati Financial Corporatio,CINF,NMS,9.6,5,17.5,10,11.7,10,1.68,5,-,0,162.3,2,2.1,2,7,8,O,10,52,,=W58+X58,
58,The AES Corporation,AES,NYQ,7.8,7,30.6,15,-15.5,0,2.38,5,0.01,10,983.3,0,4.8,5,13,10,X,0,52,,=W59+X59,
59,Evercore Inc.,EVR,NYQ,19.4,0,41.9,15,8.2,10,8.13,3,2.95,0,124.9,2,1.0,2,18,10,O,10,52,,=W60+X60,
60,Parker-Hannifin Corporation,PH,NYQ,31.8,0,23.8,15,3.0,4,7.58,3,0.81,7,109.9,2,0.8,2,9,8,O,10,51,,=W61+X61,
61,Agnico Eagle Mines Limited,AEM,NYQ,16.7,0,20.3,15,4.8,4,3.39,3,0.21,10,33.8,7,0.9,2,0,0,O,10,51,,=W62+X62,
62,"Jack Henry & Associates, Inc.",JKHY,NMS,19.3,0,24.3,15,4.1,4,4.71,3,2.39,0,42.9,7,1.7,2,22,10,O,10,51,,=W63+X63,
63,대한조선,439260,KOSPI/KOSDAQ,10.6,2,21.9,15,-0.3,0,2.33,5,0.24,10,44.9,7,0.4,2,0,0,O,10,51,,=W64+X64,
64,"Comfort Systems USA, Inc.",FIX,NYQ,52.9,0,43.5,15,1.6,2,22.98,3,0.86,7,146.5,2,0.1,2,13,10,O,10,51,,=W65+X65,
65,Graco Inc.,GGG,NYQ,24.6,0,18.8,10,5.0,7,4.62,2,4.90,0,21.6,10,1.5,2,20,10,O,10,51,,=W66+X66,
66,Logitech International S.A. - R,LOGI,NMS,27.4,0,24.3,15,5.1,7,6.66,3,9.14,0,75.3,4,1.5,2,11,10,O,10,51,,=W67+X67,
67,"PulteGroup, Inc.",PHM,NYQ,11.0,2,15.8,10,7.8,7,1.74,5,33.17,0,40.5,7,0.8,2,8,8,O,10,51,,=W68+X68,
68,Expand Energy Corporation,EXE,NMS,7.3,7,16.5,10,7.0,7,1.20,5,-,0,51.0,7,3.3,5,1,0,O,10,51,,=W69+X69,
69,Hubbell Inc,HUBB,NYQ,27.1,0,24.0,15,3.6,4,6.52,3,1.32,4,123.1,2,1.2,2,18,10,O,10,50,,=W70+X70,
70,"Paychex, Inc.",PAYX,NMS,20.7,0,40.8,15,5.0,7,8.44,3,3.42,0,336.3,0,4.5,5,12,10,O,10,50,,=W71+X71,
71,"Expedia Group, Inc.",EXPE,NMS,17.9,0,258.3,15,11.7,10,46.13,3,0.27,10,4274.8,0,0.7,2,0,0,O,10,50,,=W72+X72,
72,"Mueller Industries, Inc.",MLI,NYQ,17.5,0,25.4,15,4.6,4,4.44,3,3.11,0,17.4,10,0.7,2,5,6,O,10,50,,=W73+X73,
73,"Old Dominion Freight Line, Inc.",ODFL,NMS,43.2,0,22.9,15,2.2,2,9.88,3,-,0,28.6,10,0.5,2,8,8,O,10,50,,=W74+X74,
74,Ryanair Holdings plc,RYAAY,NMS,12.1,2,21.5,15,6.0,7,5.93,3,0.58,7,95.5,4,1.7,2,1,0,O,10,50,,=W75+X75,
75,케이씨씨,002380,KOSPI/KOSDAQ,2.6,10,19.0,10,-8.1,0,0.49,5,0.01,10,117.6,2,2.8,2,2,0,O,10,49,,=W76+X76,
76,Chubb Limited,CB,NYQ,11.5,2,15.3,10,9.8,10,1.77,5,0.43,10,265.0,0,0.6,2,0,0,O,10,49,,=W77+X77,
77,Alamos Gold Inc.,AGI,NYQ,15.7,0,23.0,15,1.6,2,3.62,3,0.08,10,41.9,7,0.1,2,0,0,O,10,49,,=W78+X78,
78,NVIDIA Corporation,NVDA,NMS,33.5,0,81.7,15,1.8,2,27.39,3,0.16,10,32.7,7,0.0,2,2,0,O,10,49,,=W79+X79,
79,Credicorp Ltd.,BAP,NYQ,13.2,2,18.0,10,26.8,10,2.38,2,0.92,7,594.4,0,3.2,5,4,3,O,10,49,,=W80+X80,
80,"Constellation Brands, Inc.",STZ,NYQ,15.5,0,20.9,15,6.8,7,3.24,3,-,0,167.2,2,2.7,2,10,10,O,10,49,,=W81+X81,
81,"EMCOR Group, Inc.",EME,NYQ,28.4,0,34.6,15,3.1,4,9.81,3,0.55,7,145.9,2,0.1,2,5,6,O,10,49,,=W82+X82,
82,Kimberly-Clark Corporation,KMB,NMS,15.5,0,118.0,15,5.0,4,18.32,3,8.00,0,850.2,0,5.1,7,20,10,O,10,49,,=W83+X83,
83,Eli Lilly and Company,LLY,NYQ,36.9,0,81.0,15,0.6,2,29.91,3,0.71,7,273.7,0,0.6,2,11,10,O,10,49,,=W84+X84,
84,CDW Corporation,CDW,NMS,12.9,2,42.1,15,7.9,7,5.42,3,-,0,543.9,0,2.3,2,12,10,O,10,49,,=W85+X85,
85,AerCap Holdings N.V.,AER,NYQ,5.9,7,21.3,15,-3.0,0,1.25,5,0.14,10,288.2,0,0.6,2,1,0,O,10,49,,=W86+X86,
86,"Powell Industries, Inc.",POWL,NMS,53.0,0,26.4,15,1.6,2,13.97,3,0.39,10,66.4,4,0.1,2,3,3,O,10,49,,=W87+X87,
87,QUALCOMM Incorporated,QCOM,NMS,23.1,0,36.4,15,5.6,7,8.39,3,-,0,109.5,2,1.6,2,22,10,O,10,49,,=W88+X88,
88,Snap-On Incorporated,SNA,NYQ,18.7,0,17.2,10,5.3,7,3.20,2,4.15,0,42.5,7,2.4,2,16,10,O,10,48,,=W89+X89,
89,Ecolab Inc.,ECL,NYQ,33.7,0,21.0,15,2.7,2,7.09,3,1.40,4,150.0,2,1.1,2,23,10,O,10,48,,=W90+X90,
90,"InterDigital, Inc.",IDCC,NMS,33.0,0,36.9,15,3.5,4,12.18,3,0.58,7,87.5,4,0.6,2,3,3,O,10,48,,=W91+X91,
91,Garmin Ltd.,GRMN,NYQ,26.7,0,18.7,10,2.9,2,5.01,2,1.37,4,18.1,10,1.4,2,8,8,O,10,48,,=W92+X92,
92,"Lennox International, Inc.",LII,NYQ,21.0,0,66.1,15,3.8,4,13.85,3,1.17,4,253.6,0,1.1,2,16,10,O,10,48,,=W93+X93,
93,"Watsco, Inc.",WSO,NYQ,29.0,0,18.0,10,3.7,4,5.20,2,-,0,51.9,7,3.1,5,12,10,O,10,48,,=W94+X94,
94,Moody's Corporation,MCO,NYQ,31.6,0,83.3,15,3.3,4,26.37,3,1.41,4,387.1,0,0.8,2,16,10,O,10,48,,=W95+X95,
95,"Donaldson Company, Inc.",DCI,NYQ,25.7,0,24.0,15,3.5,4,6.18,3,5.52,0,94.3,4,1.4,2,30,10,O,10,48,,=W96+X96,
96,Service Corporation Internation,SCI,NYQ,20.0,0,33.8,15,5.2,7,6.78,3,8.06,0,1072.3,0,1.7,2,12,10,O,10,47,,=W97+X97,
97,"Everest Group, Ltd.",EG,NYQ,7.0,7,13.3,5,21.6,10,0.93,3,0.20,10,307.7,0,1.1,2,0,0,O,10,47,,=W98+X98,
98,Novartis AG,NVS,NYQ,21.5,0,35.1,15,5.2,7,7.55,3,0.69,7,206.7,0,2.6,2,3,3,O,10,47,,=W99+X99,
99,"East West Bancorp, Inc.",EWBC,NMS,12.3,2,15.5,10,8.8,10,1.90,5,1.94,0,821.0,0,2.0,2,8,8,O,10,47,,=W100+X100,
100,"PPG Industries, Inc.",PPG,NYQ,15.1,0,19.6,10,4.9,4,2.95,2,0.88,7,171.5,2,2.6,2,42,10,O,10,47,,=W101+X101,
101,"Pepsico, Inc.",PEP,NMS,23.4,0,40.8,15,3.8,4,9.54,3,-,0,416.7,0,3.8,5,27,10,O,10,47,,=W102+X102,
102,Avery Dennison Corporation,AVY,NYQ,17.7,0,30.0,15,5.6,7,5.32,3,-,0,290.3,0,2.3,2,15,10,O,10,47,,=W103+X103,
103,CNA Financial Corporation,CNA,NYQ,9.9,5,11.2,5,19.9,10,1.11,0,0.78,7,531.5,0,8.7,10,2,0,O,10,47,,=W104+X104,
104,The Cigna Group,CI,NYQ,18.8,0,18.8,10,5.6,7,3.53,2,0.26,10,262.6,0,2.1,2,5,6,O,10,47,,=W105+X105,
105,New York Times Company (The),NYT,NYQ,31.8,0,19.1,10,4.5,4,6.07,2,1.21,4,42.9,7,0.9,2,7,8,O,10,47,,=W106+X106,
106,American Tower Corporation (REI,AMT,NYQ,29.6,0,82.3,15,4.4,4,24.36,3,2.42,0,1506.9,0,3.7,5,14,10,O,10,47,,=W107+X107,
107,Carlisle Companies Incorporated,CSL,NYQ,18.8,0,43.9,15,7.1,7,8.26,3,-,0,262.3,0,1.3,2,24,10,O,10,47,,=W108+X108,
108,AECOM,ACM,NYQ,22.9,0,21.0,15,6.4,7,4.82,3,0.93,7,425.4,0,1.3,2,3,3,O,10,47,,=W109+X109,
109,Marsh,MRSH,NYQ,20.4,0,26.9,15,6.2,7,5.51,3,1.74,0,300.3,0,2.1,2,16,10,O,10,47,,=W110+X110,
110,Lockheed Martin Corporation,LMT,NYQ,25.2,0,64.0,15,5.7,7,16.13,3,-,0,691.0,0,2.6,2,23,10,O,10,47,,=W111+X111,
111,Expeditors International of Was,EXPD,NYQ,25.2,0,36.6,15,4.5,4,9.23,3,-,0,109.2,2,1.0,2,29,10,O,10,46,,=W112+X112,
112,Oshkosh Corporation (Holding Co,OSK,NYQ,15.4,0,14.3,5,5.7,7,2.20,0,0.27,10,122.3,2,1.3,2,12,10,O,10,46,,=W113+X113,
113,"Williams-Sonoma, Inc.",WSM,NYQ,21.3,0,52.3,15,4.5,4,11.15,3,7.89,0,159.9,2,1.3,2,19,10,O,10,46,,=W114+X114,
114,RPM International Inc.,RPM,NYQ,19.0,0,21.2,15,4.3,4,4.02,3,1.56,0,150.5,2,2.1,2,12,10,O,10,46,,=W115+X115,
115,"Advanced Drainage Systems, Inc.",WMS,NYQ,22.5,0,23.5,15,3.5,4,5.28,3,1.01,4,105.4,2,0.5,2,5,6,O,10,46,,=W116+X116,
116,Johnson & Johnson,JNJ,NYQ,26.9,0,25.9,15,3.4,4,6.98,3,1.50,0,147.4,2,2.2,2,63,10,O,10,46,,=W117+X117,
117,Northrop Grumman Corporation,NOC,NYQ,17.2,0,26.7,15,4.2,4,4.59,3,-,0,192.2,2,1.6,2,22,10,O,10,46,,=W118+X118,
118,Microsoft Corporation,MSFT,NMS,24.9,0,30.2,15,2.3,2,7.53,3,2.04,0,67.5,4,0.8,2,20,10,O,10,46,,=W119+X119,
119,Visa Inc.,V,NYQ,31.9,0,62.4,15,3.0,4,19.88,3,2.38,0,166.5,2,0.7,2,17,10,O,10,46,,=W120+X120,
120,Procter & Gamble Company (The),PG,NYQ,20.9,0,30.5,15,4.1,4,6.36,3,5.40,0,135.1,2,2.9,2,22,10,O,10,46,,=W121+X121,
121,Lam Research Corporation,LRCX,NMS,56.6,0,63.4,15,1.4,2,35.90,3,6.90,0,96.4,4,0.3,2,11,10,O,10,46,,=W122+X122,
122,Alphabet Inc.,GOOGL,NMS,29.6,0,33.5,15,1.5,2,9.91,3,0.89,7,47.0,7,0.2,2,1,0,O,10,46,,=W123+X123,
123,Alphabet Inc.,GOOG,NMS,29.3,0,33.5,15,1.6,2,9.80,3,0.88,7,47.0,7,0.2,2,1,0,O,10,46,,=W124+X124,
124,Amphenol Corporation,APH,NYQ,36.1,0,31.9,15,2.7,2,11.52,3,1.21,4,200.6,0,0.6,2,14,10,O,10,46,,=W125+X125,
125,U.S. Bancorp,USB,NYQ,10.9,2,11.9,5,9.4,10,1.29,0,1.40,4,964.9,0,3.7,5,15,10,O,10,46,,=W126+X126,
126,TechnipFMC plc,FTI,NYQ,27.0,0,32.2,15,4.9,4,8.70,3,0.29,10,199.7,2,0.3,2,0,0,O,10,46,,=W127+X127,
127,"Woodward, Inc.",WWD,NMS,42.4,0,20.3,15,1.6,2,8.63,3,1.10,4,96.8,4,0.3,2,5,6,O,10,46,,=W128+X128,
128,"Lincoln Electric Holdings, Inc.",LECO,NMS,26.7,0,35.6,15,3.7,4,9.52,3,5.29,0,158.1,2,1.2,2,27,10,O,10,46,,=W129+X129,
129,"UDR, Inc.",UDR,NYQ,25.2,0,14.9,5,5.0,4,3.77,0,0.40,10,189.5,2,4.6,5,16,10,O,10,46,,=W130+X130,
130,F&F,383220,KOSPI/KOSDAQ,7.3,7,20.2,15,-0.8,0,1.48,5,0.58,7,43.0,7,3.5,5,1,0,X,0,46,,=W131+X131,
131,Tencent Music Entertainment Gro,TME,NYQ,11.0,2,11.9,5,63.5,10,1.22,0,0.24,10,30.6,7,2.0,2,1,0,O,10,46,,=W132+X132,
132,Wintrust Financial Corporation,WTFC,NMS,11.8,2,11.7,5,8.4,10,1.38,0,0.95,7,878.0,0,1.3,2,12,10,O,10,46,,=W133+X133,
133,Royalty Pharma plc,RPRX,NMS,36.1,0,12.0,5,8.3,10,4.33,0,0.22,10,143.4,2,1.6,2,5,6,O,10,45,,=W134+X134,
134,현대엘리베이터,017800,KOSPI/KOSDAQ,11.3,2,25.8,15,-1.4,0,2.91,5,0.29,10,258.8,0,16.6,10,3,3,X,0,45,,=W135+X135,
135,Pan American Silver Corp.,PAAS,NYQ,18.3,0,17.2,10,4.4,4,3.14,2,0.14,10,37.8,7,0.4,2,0,0,O,10,45,,=W136+X136,
136,"Watts Water Technologies, Inc.",WTS,NYQ,27.5,0,17.5,10,3.5,4,4.80,2,2.55,0,40.2,7,0.7,2,13,10,O,10,45,,=W137+X137,
137,LATAM Airlines Group S.A.,LTM,NYQ,8.7,5,86.9,15,-12.9,0,7.56,3,0.12,10,867.6,0,2.0,2,0,0,O,10,45,,=W138+X138,
138,AT&T Inc.,T,NYQ,8.2,5,19.9,10,10.8,10,1.63,5,-,0,263.9,0,4.4,5,0,0,O,10,45,,=W139+X139,
139,"Watsco, Inc.",WSO-B,NYQ,30.9,0,18.0,10,3.5,4,5.55,2,-,0,51.9,7,2.9,2,12,10,O,10,45,,=W140+X140,
140,GE Aerospace,GE,NYQ,36.9,0,47.8,15,2.3,2,17.61,3,0.08,10,610.0,0,0.5,2,3,3,O,10,45,,=W141+X141,
141,NatWest Group plc,NWG,NYQ,8.4,5,13.7,5,9.1,10,1.20,0,0.32,10,1617.2,0,4.1,5,1,0,O,10,45,,=W142+X142,
142,"Penske Automotive Group, Inc.",PAG,NYQ,11.5,2,16.3,10,6.1,7,1.88,5,-,0,223.1,0,3.2,5,5,6,O,10,45,,=W143+X143,
143,Honeywell International Inc.,HON,NMS,34.8,0,30.2,15,3.8,4,10.51,3,84.77,0,436.5,0,2.0,2,15,10,O,10,44,,=W144+X144,
144,Walmart Inc.,WMT,NMS,44.4,0,22.0,15,1.5,2,9.76,3,1.83,0,179.2,2,0.8,2,43,10,O,10,44,,=W145+X145,
145,Mastercard Incorporated,MA,NYQ,28.7,0,231.7,15,3.7,4,66.40,3,1.65,0,680.6,0,0.6,2,14,10,O,10,44,,=W146+X146,
146,"Gap, Inc. (The)",GAP,NYQ,12.3,2,21.5,15,8.2,10,2.63,5,-,0,232.3,0,2.5,2,1,0,O,10,44,,=W147+X147,
147,"C.H. Robinson Worldwide, Inc.",CHRW,NMS,36.0,0,35.2,15,3.9,4,12.65,3,-,0,207.2,0,1.4,2,14,10,O,10,44,,=W148+X148,
148,"Automatic Data Processing, Inc.",ADP,NMS,20.4,0,68.4,15,5.0,4,13.95,3,1.62,0,915.5,0,2.9,2,23,10,O,10,44,,=W149+X149,
149,"Applied Materials, Inc.",AMAT,NMS,59.9,0,26.3,15,1.7,2,15.72,3,11.53,0,73.3,4,0.4,2,8,8,O,10,44,,=W150+X150,
150,Verizon Communications Inc.,VZ,NYQ,11.7,2,16.8,10,9.7,10,1.97,5,-,0,303.2,0,5.6,7,21,10,X,0,44,,=W151+X151,
151,The Bank of New York Mellon Cor,BK,NYQ,16.1,0,13.3,5,5.4,7,2.14,0,0.44,10,1152.7,0,1.5,2,15,10,O,10,44,,=W152+X152,
152,M&T Bank Corporation,MTB,NYQ,10.9,2,10.5,5,9.0,10,1.14,0,0.79,7,667.7,0,2.7,2,9,8,O,10,44,,=W153+X153,
153,Accenture plc,ACN,NYQ,14.5,2,24.5,15,9.8,10,3.55,3,3.37,0,109.9,2,2.5,2,0,0,O,10,44,,=W154+X154,
154,Tractor Supply Company,TSCO,NMS,15.5,0,43.0,15,4.4,4,6.65,3,7.79,0,363.9,0,2.9,2,15,10,O,10,44,,=W155+X155,
155,Howmet Aerospace Inc.,HWM,NYQ,60.1,0,31.6,15,1.4,2,18.97,3,1.21,4,136.6,2,0.2,2,5,6,O,10,44,,=W156+X156,
156,"CF Industries Holdings, Inc.",CF,NYQ,10.7,2,32.9,15,9.6,10,3.52,3,-,0,118.9,2,1.6,2,0,0,O,10,44,,=W157+X157,
157,Illinois Tool Works Inc.,ITW,NYQ,23.1,0,97.1,15,3.7,4,22.38,3,9.61,0,403.7,0,2.5,2,30,10,O,10,44,,=W158+X158,
158,"First Citizens BancShares, Inc.",FCNCA,NMS,10.5,2,10.2,5,5.7,7,1.08,0,0.30,10,970.2,0,0.4,2,9,8,O,10,44,,=W159+X159,
159,Kroger Company (The),KR,NYQ,41.7,0,17.1,10,8.2,10,7.14,2,-,0,742.7,0,2.0,2,19,10,O,10,44,,=W160+X160,
160,에이피알,278470,KOSPI/KOSDAQ,50.5,0,57.2,15,-,0,28.90,3,0.30,10,88.1,4,0.9,2,0,0,O,10,44,,=W161+X161,
161,"Prudential Financial, Inc.",PRU,NYQ,10.5,2,10.8,5,17.2,10,1.14,0,-,0,2284.5,0,5.2,7,17,10,O,10,44,,=W162+X162,
162,"Monolithic Power Systems, Inc.",MPWR,NMS,112.9,0,18.5,10,0.9,2,20.91,2,9.09,0,21.0,10,0.4,2,8,8,O,10,44,,=W163+X163,
