순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
99,"Prudential Financial, Inc.",PRU,NYQ,9.6,5,11.0,5,18.2,10,1.06,0,-,0,2275.6,0,5.5,7,17,10,O,10,47,,=W100+X100,
100,CDW Corporation,CDW,NMS,16.8,0,40.9,15,6.1,7,6.86,3,-,0,515.0,0,1.8,2,12,10,O,10,47,,=W101+X101,
101,Carlisle Companies Incorporated,CSL,NYQ,20.1,0,43.9,15,6.6,7,8.83,3,-,0,262.3,0,1.2,2,24,10,O,10,47,,=W102+X102,
102,"PPG Industries, Inc.",PPG,NYQ,15.5,0,19.8,10,4.8,4,3.08,2,0.91,7,176.3,2,2.6,2,42,10,O,10,47,,=W103+X103,
103,"Automatic Data Processing, Inc.",ADP,NMS,28.6,0,46.7,15,5.1,7,13.34,3,2.28,0,1223.9,0,3.0,2,23,10,O,10,47,,=W104+X104,
104,American Tower Corporation (REI,AMT,NYQ,29.4,0,82.3,15,4.4,4,24.21,3,2.40,0,1506.9,0,3.7,5,14,10,O,10,47,,=W105+X105,
105,Novartis AG,NVS,NYQ,20.9,0,35.1,15,5.4,7,7.36,3,0.67,7,206.7,0,2.7,2,3,3,O,10,47,,=W106+X106,
106,Lockheed Martin Corporation,LMT,NYQ,25.0,0,64.0,15,5.8,7,15.98,3,-,0,691.0,0,2.6,2,23,10,O,10,47,,=W107+X107,
107,New York Times Company (The),NYT,NYQ,37.8,0,16.9,10,4.2,4,6.37,2,1.44,4,46.8,7,0.8,2,7,8,O,10,47,,=W108+X108,
108,"Pepsico, Inc.",PEP,NMS,24.9,0,40.8,15,3.5,4,10.16,3,-,0,416.7,0,3.5,5,27,10,O,10,47,,=W109+X109,
109,RPM International Inc.,RPM,NYQ,19.5,0,21.2,15,4.1,4,4.13,3,1.60,0,150.5,2,2.0,2,12,10,O,10,46,,=W110+X110,
110,"Lincoln Electric Holdings, Inc.",LECO,NMS,28.2,0,35.4,15,3.6,4,9.99,3,5.59,0,157.0,2,1.1,2,27,10,O,10,46,,=W111+X111,
111,"Cisco Systems, Inc.",CSCO,NMS,32.9,0,23.2,15,3.6,4,7.64,3,-,0,158.5,2,1.8,2,14,10,O,10,46,,=W112+X112,
112,Northrop Grumman Corporation,NOC,NYQ,18.0,0,26.7,15,4.0,4,4.82,3,-,0,192.2,2,1.6,2,22,10,O,10,46,,=W113+X113,
113,TechnipFMC plc,FTI,NYQ,32.1,0,28.7,15,4.7,4,9.20,3,0.34,10,199.6,2,0.3,2,0,0,O,10,46,,=W114+X114,
114,Microsoft Corporation,MSFT,NMS,24.2,0,30.2,15,2.4,2,7.33,3,1.98,0,67.5,4,0.8,2,20,10,O,10,46,,=W115+X115,
115,"C.H. Robinson Worldwide, Inc.",CHRW,NMS,48.7,0,24.5,15,3.8,4,11.92,3,-,0,174.1,2,1.4,2,14,10,O,10,46,,=W116+X116,
116,Visa Inc.,V,NYQ,31.8,0,62.4,15,3.1,4,19.80,3,2.38,0,166.5,2,0.7,2,17,10,O,10,46,,=W117+X117,
117,"Williams-Sonoma, Inc.",WSM,NYQ,20.1,0,52.3,15,4.8,4,10.53,3,7.45,0,159.9,2,1.4,2,19,10,O,10,46,,=W118+X118,
118,Lam Research Corporation,LRCX,NMS,48.3,0,63.4,15,1.7,2,30.63,3,5.88,0,96.4,4,0.4,2,11,10,O,10,46,,=W119+X119,
119,Expeditors International of Was,EXPD,NYQ,24.6,0,34.4,15,4.8,4,8.45,3,-,0,107.6,2,1.0,2,29,10,O,10,46,,=W120+X120,
120,Willis Towers Watson Public Lim,WTW,NMS,18.0,0,17.2,10,6.3,7,3.08,2,0.82,7,269.3,0,1.4,2,9,8,O,10,46,,=W121+X121,
121,Oshkosh Corporation (Holding Co,OSK,NYQ,15.4,0,14.3,5,5.7,7,2.20,0,0.27,10,122.3,2,1.3,2,12,10,O,10,46,,=W122+X122,
122,Procter & Gamble Company (The),PG,NYQ,21.4,0,30.5,15,4.0,4,6.52,3,5.54,0,135.1,2,2.8,2,22,10,O,10,46,,=W123+X123,
123,"Advanced Drainage Systems, Inc.",WMS,NYQ,24.9,0,23.5,15,3.1,4,5.83,3,1.12,4,105.4,2,0.5,2,5,6,O,10,46,,=W124+X124,
124,Agnico Eagle Mines Limited,AEM,NYQ,21.2,0,18.0,10,4.5,4,3.82,2,0.27,10,39.3,7,0.9,2,0,0,O,10,45,,=W125+X125,
125,Fifth Third Bancorp - Depositar,FITBI,NMS,6.6,7,11.6,5,22.8,10,0.77,3,-,0,886.8,0,8.2,10,0,0,O,10,45,,=W126+X126,
126,Royalty Pharma plc,RPRX,NMS,36.1,0,11.9,5,8.9,10,4.30,0,0.22,10,152.9,2,1.8,2,5,6,O,10,45,,=W127+X127,
127,"Watsco, Inc.",WSO,NYQ,35.7,0,17.9,10,3.0,4,6.39,2,-,0,42.9,7,2.7,2,12,10,O,10,45,,=W128+X128,
128,LATAM Airlines Group S.A.,LTM,NYQ,9.3,5,108.5,15,-13.8,0,10.14,3,0.11,10,1211.6,0,2.1,2,0,0,O,10,45,,=W129+X129,
129,NatWest Group plc,NWG,NYQ,8.7,5,13.7,5,9.0,10,1.24,0,0.33,10,1577.4,0,4.1,5,1,0,O,10,45,,=W130+X130,
130,"Houlihan Lokey, Inc.",HLI,NYQ,23.6,0,19.5,10,7.6,7,4.62,2,-,0,71.6,4,1.5,2,10,10,O,10,45,,=W131+X131,
131,GE Aerospace,GE,NYQ,35.4,0,47.8,15,2.4,2,16.92,3,0.08,10,610.0,0,0.5,2,3,3,O,10,45,,=W132+X132,
132,AT&T Inc.,T,NYQ,8.5,5,19.9,10,10.5,10,1.68,5,-,0,263.9,0,4.3,5,0,0,O,10,45,,=W133+X133,
133,Snap-On Incorporated,SNA,NYQ,19.7,0,17.2,10,5.0,4,3.39,2,4.40,0,42.5,7,2.3,2,16,10,O,10,45,,=W134+X134,
134,"Watts Water Technologies, Inc.",WTS,NYQ,29.5,0,16.8,10,3.5,4,4.96,2,2.74,0,42.1,7,0.7,2,13,10,O,10,45,,=W135+X135,
135,Howmet Aerospace Inc.,HWM,NYQ,65.1,0,28.2,15,1.5,2,18.34,3,1.31,4,108.8,2,0.2,2,5,6,O,10,44,,=W136+X136,
136,"W.W. Grainger, Inc.",GWW,NYQ,32.4,0,45.7,15,2.4,2,14.80,3,5.78,0,129.0,2,0.8,2,40,10,O,10,44,,=W137+X137,
137,Tractor Supply Company,TSCO,NMS,20.2,0,35.5,15,4.0,4,7.18,3,10.18,0,323.6,0,2.6,2,15,10,O,10,44,,=W138+X138,
138,"Church & Dwight Company, Inc.",CHD,NYQ,31.6,0,18.4,10,4.7,4,5.81,2,1.46,4,122.7,2,1.2,2,29,10,O,10,44,,=W139+X139,
139,"CF Industries Holdings, Inc.",CF,NYQ,13.3,2,30.1,15,9.3,10,4.01,3,-,0,130.5,2,1.6,2,0,0,O,10,44,,=W140+X140,
140,"Monolithic Power Systems, Inc.",MPWR,NMS,127.7,0,17.6,10,0.8,2,22.48,2,10.28,0,18.8,10,0.4,2,8,8,O,10,44,,=W141+X141,
141,HP Inc.,HPQ,NYQ,7.7,7,-,0,14.4,10,-,0,-,0,-,0,5.6,7,15,10,O,10,44,,=W142+X142,
142,"Motorola Solutions, Inc.",MSI,NYQ,34.3,0,89.4,15,3.5,4,30.62,3,2.00,0,703.8,0,1.0,2,14,10,O,10,44,,=W143+X143,
143,Illinois Tool Works Inc.,ITW,NYQ,24.4,0,95.1,15,3.6,4,23.22,3,10.18,0,400.7,0,2.4,2,30,10,O,10,44,,=W144+X144,
144,"Reinsurance Group of America, I",RGA,NYQ,11.9,2,8.8,0,29.1,10,1.04,0,0.37,10,1062.6,0,1.7,2,14,10,O,10,44,,=W145+X145,
145,Canadian Natural Resources Limi,CNQ,NYQ,12.6,2,24.4,15,8.3,10,3.05,3,4.64,0,107.0,2,1.8,2,0,0,O,10,44,,=W146+X146,
146,CNA Financial Corporation,CNA,NYQ,10.2,2,11.0,5,18.5,10,1.12,0,0.80,7,497.6,0,8.0,10,2,0,O,10,44,,=W147+X147,
147,Accenture plc,ACN,NYQ,14.5,2,24.5,15,9.8,10,3.57,3,3.39,0,109.9,2,2.5,2,0,0,O,10,44,,=W148+X148,
148,Service Corporation Internation,SCI,NYQ,28.4,0,24.4,15,4.9,4,6.92,3,11.40,0,1038.6,0,1.6,2,12,10,O,10,44,,=W149+X149,
149,Petroleo Brasileiro S.A. Petrob,PBR,NYQ,7.2,7,26.0,15,20.2,10,1.70,5,-,0,193.8,2,3.8,5,0,0,X,0,44,,=W150+X150,
150,Amphenol Corporation,APH,NYQ,53.8,0,26.3,15,2.3,2,14.16,3,1.81,0,169.4,2,0.5,2,14,10,O,10,44,,=W151+X151,
151,Texas Instruments Incorporated,TXN,NMS,47.9,0,32.0,15,1.0,2,15.31,3,-,0,105.0,2,2.0,2,22,10,O,10,44,,=W152+X152,
152,KLA Corporation,KLAC,NMS,49.4,0,80.1,15,1.6,2,39.55,3,3.31,0,189.4,2,0.4,2,10,10,O,10,44,,=W153+X153,
153,American Express Company,AXP,NYQ,19.8,0,33.0,15,7.2,7,6.52,3,1.23,4,808.6,0,1.0,2,4,3,O,10,44,,=W154+X154,
154,Union Pacific Corporation,UNP,NYQ,22.2,0,37.1,15,3.4,4,8.24,3,9.90,0,258.7,0,2.0,2,19,10,O,10,44,,=W155+X155,
155,Honeywell International Inc.,HON,NMS,33.4,0,30.2,15,4.0,4,10.07,3,42.22,0,436.5,0,2.0,2,15,10,O,10,44,,=W156+X156,
156,"Applied Materials, Inc.",AMAT,NMS,40.2,0,36.1,15,1.8,2,14.51,3,7.74,0,73.3,4,0.5,2,8,8,O,10,44,,=W157+X157,
157,Sherwin-Williams Company (The),SHW,NYQ,30.7,0,58.7,15,3.3,4,18.01,3,3.09,0,495.3,0,1.0,2,40,10,O,10,44,,=W158+X158,
158,Infosys Limited,INFY,NYQ,15.0,0,33.9,15,7.5,7,5.09,3,5.41,0,67.5,4,4.1,5,0,0,O,10,44,,=W159+X159,
159,Mastercard Incorporated,MA,NYQ,30.2,0,193.5,15,3.6,4,58.37,3,1.74,0,599.9,0,0.6,2,14,10,O,10,44,,=W160+X160,
160,Sysco Corporation,SYY,NYQ,20.7,0,75.6,15,4.5,4,15.65,3,1.70,0,1118.2,0,2.8,2,10,10,O,10,44,,=W161+X161,
161,Oracle Corporation,ORCL,NYQ,29.0,0,42.1,15,-0.1,0,12.21,3,1.34,4,535.6,0,1.2,2,12,10,O,10,44,,=W162+X162,
162,Walmart Inc.,WMT,NMS,48.3,0,22.0,15,1.4,2,10.61,3,1.99,0,179.2,2,0.7,2,43,10,O,10,44,,=W163+X163,
