순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
74,"Powell Industries, Inc.",POWL,NMS,59.9,0,26.4,15,1.4,2,15.78,3,0.44,10,66.4,4,0.1,2,3,3,O,10,49,,=W75+X75,
75,Eli Lilly and Company,LLY,NYQ,34.6,0,81.0,15,0.7,2,28.00,3,0.67,7,273.7,0,0.6,2,11,10,O,10,49,,=W76+X76,
76,대한조선,439260,KOSPI/KOSDAQ,12.6,2,24.4,15,-0.3,0,3.09,3,0.29,10,40.3,7,0.3,2,0,0,O,10,49,,=W77+X77,
77,CDW Corporation,CDW,NMS,13.5,2,40.9,15,7.6,7,5.52,3,-,0,515.0,0,2.3,2,12,10,O,10,49,,=W78+X78,
78,Chubb Limited,CB,NYQ,11.2,2,15.3,10,10.1,10,1.72,5,0.42,10,265.0,0,0.6,2,0,0,O,10,49,,=W79+X79,
79,Ericsson,ERIC,NMS,14.3,2,24.6,15,74.2,10,0.38,5,0.97,7,182.8,2,2.4,2,6,6,X,0,49,,=W80+X80,
80,AerCap Holdings N.V.,AER,NYQ,6.2,7,21.3,15,-2.8,0,1.33,5,0.15,10,288.2,0,0.5,2,1,0,O,10,49,,=W81+X81,
81,QUALCOMM Incorporated,QCOM,NMS,21.9,0,36.4,15,5.9,7,7.96,3,-,0,109.5,2,1.7,2,22,10,O,10,49,,=W82+X82,
82,Alamos Gold Inc.,AGI,NYQ,17.0,0,23.0,15,1.5,2,3.91,3,0.09,10,41.9,7,0.1,2,0,0,O,10,49,,=W83+X83,
83,Kimberly-Clark Corporation,KMB,NMS,15.7,0,118.0,15,4.9,4,18.47,3,8.07,0,850.2,0,5.1,7,20,10,O,10,49,,=W84+X84,
84,"UDR, Inc.",UDR,NYQ,24.9,0,14.9,5,5.0,7,3.71,0,0.39,10,189.5,2,4.6,5,16,10,O,10,49,,=W85+X85,
85,"Constellation Brands, Inc.",STZ,NYQ,15.5,0,20.9,15,6.9,7,3.23,3,-,0,167.2,2,2.7,2,10,10,O,10,49,,=W86+X86,
86,NVIDIA Corporation,NVDA,NMS,43.0,0,76.3,15,1.9,2,32.85,3,0.21,10,31.5,7,0.0,2,2,0,O,10,49,,=W87+X87,
87,Credicorp Ltd.,BAP,NYQ,13.2,2,18.1,10,28.7,10,2.38,2,0.92,7,595.0,0,3.4,5,4,3,O,10,49,,=W88+X88,
88,Parker-Hannifin Corporation,PH,NYQ,32.6,0,23.8,15,2.9,2,7.77,3,0.84,7,109.9,2,0.8,2,9,8,O,10,49,,=W89+X89,
89,Garmin Ltd.,GRMN,NYQ,27.0,0,18.7,10,2.9,2,5.05,2,1.39,4,18.1,10,1.4,2,8,8,O,10,48,,=W90+X90,
90,Snap-On Incorporated,SNA,NYQ,19.1,0,17.2,10,5.1,7,3.28,2,4.25,0,42.5,7,2.4,2,16,10,O,10,48,,=W91+X91,
91,"InterDigital, Inc.",IDCC,NMS,33.0,0,36.9,15,3.5,4,12.18,3,0.58,7,87.5,4,0.6,2,3,3,O,10,48,,=W92+X92,
92,Dr. Reddy's Laboratories Ltd,RDY,NYQ,18.9,0,15.2,10,107.5,10,16.65,2,0.56,7,50.3,7,0.7,2,0,0,O,10,48,,=W93+X93,
93,"Donaldson Company, Inc.",DCI,NYQ,26.8,0,24.0,15,3.4,4,6.43,3,5.74,0,94.3,4,1.4,2,30,10,O,10,48,,=W94+X94,
94,Graco Inc.,GGG,NYQ,25.7,0,18.8,10,4.8,4,4.83,2,5.12,0,21.6,10,1.4,2,20,10,O,10,48,,=W95+X95,
95,"Lennox International, Inc.",LII,NYQ,23.0,0,66.1,15,3.5,4,15.18,3,1.28,4,253.6,0,1.0,2,16,10,O,10,48,,=W96+X96,
96,Moody's Corporation,MCO,NYQ,32.5,0,83.3,15,3.2,4,27.07,3,1.44,4,387.1,0,0.8,2,16,10,O,10,48,,=W97+X97,
97,American Tower Corporation (REI,AMT,NYQ,28.9,0,82.3,15,4.5,4,23.82,3,2.37,0,1506.9,0,3.8,5,14,10,O,10,47,,=W98+X98,
98,"EMCOR Group, Inc.",EME,NYQ,30.9,0,34.6,15,2.9,2,10.68,3,0.60,7,145.9,2,0.1,2,5,6,O,10,47,,=W99+X99,
99,"Assurant, Inc.",AIZ,NYQ,16.2,0,12.4,5,13.6,10,2.00,0,0.33,10,518.1,0,1.4,2,21,10,O,10,47,,=W100+X100,
100,Avery Dennison Corporation,AVY,NYQ,18.5,0,30.0,15,5.3,7,5.54,3,-,0,290.3,0,2.2,2,15,10,O,10,47,,=W101+X101,
101,AECOM,ACM,NYQ,22.9,0,21.0,15,6.4,7,4.82,3,0.93,7,425.4,0,1.3,2,3,3,O,10,47,,=W102+X102,
102,"Pepsico, Inc.",PEP,NMS,24.5,0,40.8,15,3.6,4,10.02,3,-,0,416.7,0,3.6,5,27,10,O,10,47,,=W103+X103,
103,"Everest Group, Ltd.",EG,NYQ,6.9,7,13.3,5,21.9,10,0.92,3,0.19,10,307.7,0,1.1,2,0,0,O,10,47,,=W104+X104,
104,"PPG Industries, Inc.",PPG,NYQ,15.4,0,19.6,10,4.8,4,3.02,2,0.90,7,171.5,2,2.6,2,42,10,O,10,47,,=W105+X105,
105,Marsh,MRSH,NYQ,20.6,0,26.9,15,6.2,7,5.54,3,1.75,0,300.3,0,2.1,2,16,10,O,10,47,,=W106+X106,
106,Novartis AG,NVS,NYQ,20.6,0,35.1,15,5.5,7,7.23,3,0.66,7,206.7,0,2.7,2,3,3,O,10,47,,=W107+X107,
107,CNA Financial Corporation,CNA,NYQ,9.8,5,11.2,5,20.2,10,1.10,0,0.77,7,531.5,0,8.8,10,2,0,O,10,47,,=W108+X108,
108,Service Corporation Internation,SCI,NYQ,20.5,0,33.8,15,5.0,7,6.93,3,8.24,0,1072.3,0,1.7,2,12,10,O,10,47,,=W109+X109,
109,Colgate-Palmolive Company,CL,NYQ,33.7,0,1439.3,15,5.2,7,485.06,3,4.63,0,11120.0,0,2.4,2,52,10,O,10,47,,=W110+X110,
110,"Automatic Data Processing, Inc.",ADP,NMS,19.8,0,68.4,15,5.1,7,13.57,3,1.58,0,915.5,0,3.0,2,23,10,O,10,47,,=W111+X111,
111,Lockheed Martin Corporation,LMT,NYQ,24.7,0,64.0,15,5.8,7,15.81,3,-,0,691.0,0,2.6,2,23,10,O,10,47,,=W112+X112,
112,Carlisle Companies Incorporated,CSL,NYQ,20.4,0,43.9,15,6.6,7,8.96,3,-,0,262.3,0,1.2,2,24,10,O,10,47,,=W113+X113,
113,"Lincoln Electric Holdings, Inc.",LECO,NMS,27.9,0,35.6,15,3.6,4,9.92,3,5.52,0,158.1,2,1.1,2,27,10,O,10,46,,=W114+X114,
114,Visa Inc.,V,NYQ,30.9,0,62.4,15,3.1,4,19.29,3,2.31,0,166.5,2,0.8,2,17,10,O,10,46,,=W115+X115,
115,Procter & Gamble Company (The),PG,NYQ,21.2,0,30.5,15,4.0,4,6.48,3,5.50,0,135.1,2,2.9,2,22,10,O,10,46,,=W116+X116,
116,Lam Research Corporation,LRCX,NMS,53.7,0,63.4,15,1.5,2,34.03,3,6.54,0,96.4,4,0.3,2,11,10,O,10,46,,=W117+X117,
117,"Advanced Drainage Systems, Inc.",WMS,NYQ,24.0,0,23.5,15,3.3,4,5.63,3,1.08,4,105.4,2,0.5,2,5,6,O,10,46,,=W118+X118,
118,"Williams-Sonoma, Inc.",WSM,NYQ,20.4,0,52.3,15,4.8,4,10.66,3,7.54,0,159.9,2,1.4,2,19,10,O,10,46,,=W119+X119,
119,RPM International Inc.,RPM,NYQ,19.4,0,21.2,15,4.2,4,4.11,3,1.59,0,150.5,2,2.0,2,12,10,O,10,46,,=W120+X120,
120,U.S. Bancorp,USB,NYQ,11.0,2,11.9,5,9.3,10,1.31,0,1.42,4,964.9,0,3.7,5,15,10,O,10,46,,=W121+X121,
121,"Woodward, Inc.",WWD,NMS,44.2,0,20.3,15,1.5,2,9.00,3,1.15,4,96.8,4,0.3,2,5,6,O,10,46,,=W122+X122,
122,Canadian Natural Resources Limi,CNQ,NYQ,11.8,2,24.4,15,8.9,10,2.86,5,4.33,0,107.0,2,1.9,2,0,0,O,10,46,,=W123+X123,
123,Alphabet Inc.,GOOG,NMS,30.2,0,33.5,15,1.5,2,10.10,3,0.91,7,47.0,7,0.2,2,1,0,O,10,46,,=W124+X124,
124,Northrop Grumman Corporation,NOC,NYQ,17.2,0,26.7,15,4.2,4,4.60,3,-,0,192.2,2,1.6,2,22,10,O,10,46,,=W125+X125,
125,Microsoft Corporation,MSFT,NMS,25.0,0,30.2,15,2.3,2,7.56,3,2.05,0,67.5,4,0.8,2,20,10,O,10,46,,=W126+X126,
126,Oshkosh Corporation (Holding Co,OSK,NYQ,15.4,0,14.3,5,5.7,7,2.20,0,0.27,10,122.3,2,1.3,2,12,10,O,10,46,,=W127+X127,
127,TechnipFMC plc,FTI,NYQ,26.9,0,32.2,15,5.0,4,8.66,3,0.29,10,199.7,2,0.3,2,0,0,O,10,46,,=W128+X128,
128,F&F,383220,KOSPI/KOSDAQ,7.8,7,22.9,15,-0.8,0,1.78,5,0.62,7,42.9,7,3.2,5,1,0,X,0,46,,=W129+X129,
129,"Cisco Systems, Inc.",CSCO,NMS,33.1,0,23.2,15,3.6,4,7.69,3,-,0,158.5,2,1.8,2,14,10,O,10,46,,=W130+X130,
130,Expeditors International of Was,EXPD,NYQ,33.6,0,25.7,15,4.7,4,8.64,3,-,0,107.6,2,1.0,2,29,10,O,10,46,,=W131+X131,
131,Alphabet Inc.,GOOGL,NMS,30.4,0,33.5,15,1.5,2,10.17,3,0.91,7,47.0,7,0.2,2,1,0,O,10,46,,=W132+X132,
132,Amphenol Corporation,APH,NYQ,39.5,0,31.9,15,2.5,2,12.61,3,1.33,4,200.6,0,0.5,2,14,10,O,10,46,,=W133+X133,
133,Royalty Pharma plc,RPRX,NMS,36.2,0,11.9,5,8.9,10,4.31,0,0.22,10,152.9,2,1.8,2,5,6,O,10,45,,=W134+X134,
134,"Penske Automotive Group, Inc.",PAG,NYQ,12.2,2,16.3,10,5.8,7,1.99,5,-,0,223.1,0,3.0,5,5,6,O,10,45,,=W135+X135,
135,AT&T Inc.,T,NYQ,8.2,5,19.9,10,10.8,10,1.62,5,-,0,263.9,0,4.4,5,0,0,O,10,45,,=W136+X136,
136,"Houlihan Lokey, Inc.",HLI,NYQ,23.5,0,19.5,10,7.7,7,4.58,2,-,0,71.6,4,1.5,2,10,10,O,10,45,,=W137+X137,
137,Pan American Silver Corp.,PAAS,NYQ,19.3,0,17.2,10,4.2,4,3.32,2,0.15,10,37.8,7,0.3,2,0,0,O,10,45,,=W138+X138,
138,NatWest Group plc,NWG,NYQ,8.1,5,13.7,5,9.4,10,1.20,0,0.31,10,1617.2,0,4.2,5,1,0,O,10,45,,=W139+X139,
139,GE Aerospace,GE,NYQ,37.0,0,47.8,15,2.3,2,17.66,3,0.08,10,610.0,0,0.5,2,3,3,O,10,45,,=W140+X140,
140,"Watts Water Technologies, Inc.",WTS,NYQ,28.9,0,16.8,10,3.6,4,4.86,2,2.68,0,42.1,7,0.7,2,13,10,O,10,45,,=W141+X141,
141,LATAM Airlines Group S.A.,LTM,NYQ,8.9,5,86.9,15,-12.6,0,7.69,3,0.13,10,867.6,0,1.9,2,0,0,O,10,45,,=W142+X142,
142,Tractor Supply Company,TSCO,NMS,18.3,0,35.5,15,4.4,4,6.49,3,9.21,0,323.6,0,2.9,2,15,10,O,10,44,,=W143+X143,
143,"CF Industries Holdings, Inc.",CF,NYQ,12.7,2,30.1,15,9.7,10,3.83,3,-,0,130.5,2,1.7,2,0,0,O,10,44,,=W144+X144,
144,HP Inc.,HPQ,NYQ,7.8,7,-,0,14.3,10,-,0,-,0,-,0,5.6,7,15,10,O,10,44,,=W145+X145,
145,Kroger Company (The),KR,NYQ,41.2,0,17.1,10,8.2,10,7.07,2,-,0,742.7,0,2.0,2,19,10,O,10,44,,=W146+X146,
146,"Old Dominion Freight Line, Inc.",ODFL,NMS,53.9,0,17.8,10,2.3,2,9.62,2,-,0,26.9,10,0.6,2,8,8,O,10,44,,=W147+X147,
147,"Reinsurance Group of America, I",RGA,NYQ,12.0,2,8.8,0,28.9,10,1.05,0,0.37,10,1062.6,0,1.7,2,14,10,O,10,44,,=W148+X148,
148,"Delta Air Lines, Inc.",DAL,NYQ,10.6,2,22.0,15,8.1,10,2.34,5,0.19,10,314.4,0,0.9,2,2,0,X,0,44,,=W149+X149,
149,Ferrovial SE,FER,NMS,49.3,0,40.7,15,3.5,4,7.29,3,1.23,4,334.4,0,1.4,2,5,6,O,10,44,,=W150+X150,
150,"MetLife, Inc.",MET,NYQ,15.4,0,11.9,5,32.7,10,1.84,0,0.84,7,2522.2,0,2.9,2,13,10,O,10,44,,=W151+X151,
151,"W.W. Grainger, Inc.",GWW,NYQ,34.4,0,45.7,15,2.3,2,15.72,3,6.15,0,129.0,2,0.7,2,40,10,O,10,44,,=W152+X152,
152,Texas Instruments Incorporated,TXN,NMS,48.6,0,32.0,15,1.0,2,15.54,3,-,0,105.0,2,1.9,2,22,10,O,10,44,,=W153+X153,
153,KLA Corporation,KLAC,NMS,49.7,0,80.1,15,1.6,2,39.84,3,3.34,0,189.4,2,0.4,2,10,10,O,10,44,,=W154+X154,
154,American Express Company,AXP,NYQ,19.5,0,33.0,15,7.3,7,6.43,3,1.22,4,808.6,0,1.0,2,4,3,O,10,44,,=W155+X155,
155,Union Pacific Corporation,UNP,NYQ,21.8,0,37.1,15,3.5,4,8.10,3,9.74,0,258.7,0,2.1,2,19,10,O,10,44,,=W156+X156,
156,Honeywell International Inc.,HON,NMS,33.6,0,30.2,15,3.9,4,10.15,3,81.85,0,436.5,0,2.0,2,15,10,O,10,44,,=W157+X157,
157,"Motorola Solutions, Inc.",MSI,NYQ,33.8,0,89.4,15,3.5,4,30.22,3,1.97,0,703.8,0,1.0,2,14,10,O,10,44,,=W158+X158,
158,Illinois Tool Works Inc.,ITW,NYQ,31.2,0,73.4,15,3.7,4,22.91,3,13.02,0,400.7,0,2.4,2,30,10,O,10,44,,=W159+X159,
159,Sherwin-Williams Company (The),SHW,NYQ,30.6,0,58.7,15,3.3,4,17.93,3,3.07,0,495.3,0,1.0,2,40,10,O,10,44,,=W160+X160,
160,Infosys Limited,INFY,NYQ,15.2,0,33.9,15,7.4,7,5.13,3,5.45,0,67.5,4,4.1,5,0,0,O,10,44,,=W161+X161,
161,Howmet Aerospace Inc.,HWM,NYQ,73.0,0,28.2,15,1.3,2,20.57,3,1.47,4,108.8,2,0.2,2,5,6,O,10,44,,=W162+X162,
162,Sysco Corporation,SYY,NYQ,20.2,0,75.6,15,4.6,4,15.27,3,1.65,0,1118.2,0,2.9,2,10,10,O,10,44,,=W163+X163,
163,Accenture plc,ACN,NYQ,14.7,2,24.5,15,9.7,10,3.59,3,3.42,0,109.9,2,2.5,2,0,0,O,10,44,,=W164+X164,
164,"Rollins, Inc.",ROL,NYQ,49.5,0,38.3,15,2.5,2,18.95,3,3.73,0,128.7,2,1.2,2,24,10,O,10,44,,=W165+X165,
165,Petroleo Brasileiro S.A. Petrob,PBR-A,NYQ,6.2,7,26.0,15,32.3,10,1.45,5,-,0,193.8,2,3.2,5,0,0,X,0,44,,=W166+X166,
166,Petroleo Brasileiro S.A. Petrob,PBR,NYQ,6.7,7,26.0,15,21.8,10,1.57,5,-,0,193.8,2,4.1,5,0,0,X,0,44,,=W167+X167,
167,"Applied Materials, Inc.",AMAT,NMS,41.9,0,36.1,15,1.7,2,15.11,3,8.06,0,73.3,4,0.4,2,8,8,O,10,44,,=W168+X168,
168,Mastercard Incorporated,MA,NYQ,28.7,0,231.7,15,3.7,4,66.58,3,1.66,0,680.6,0,0.6,2,14,10,O,10,44,,=W169+X169,
169,Verizon Communications Inc.,VZ,NYQ,11.4,2,16.8,10,9.9,10,1.92,5,-,0,303.2,0,5.8,7,21,10,X,0,44,,=W170+X170,
170,The Bank of New York Mellon Cor,BK,NYQ,15.3,0,13.3,5,5.7,7,2.04,0,0.42,10,1152.7,0,1.5,2,15,10,O,10,44,,=W171+X171,
171,Walmart Inc.,WMT,NMS,47.6,0,22.0,15,1.4,2,10.47,3,1.96,0,179.2,2,0.7,2,43,10,O,10,44,,=W172+X172,
