순위,종목명,종목코드,시장,PER,PER점수(/10),ROE(%),ROE점수(/15),FCF수익률(%),FCF점수(/10),PBR,PBR점수(/5),PEG,PEG점수(/10),부채비율(%),부채비율점수(/10),배당수익률(%),배당수익률점수(/10),배당성장연수(년),배당성장점수(/10),소각여부,소각점수(/10),정량합계,경제적해자(0~10직접입력),최종예상점수,메모
40,H World Group Limited,HTHT,NMS,23.3,0,32.9,15,37.1,10,8.97,3,0.01,10,433.7,0,3.2,5,1,0,O,10,53,,=W41+X41,
41,"Mueller Industries, Inc.",MLI,NYQ,17.2,0,23.8,15,5.2,7,4.09,3,3.05,0,15.5,10,0.8,2,5,6,O,10,53,,=W42+X42,
42,파마리서치,214450,KOSPI/KOSDAQ,19.3,0,24.4,15,-0.9,0,4.71,3,0.22,10,43.5,7,0.4,2,6,6,O,10,53,,=W43+X43,
43,"United Parcel Service, Inc.",UPS,NYQ,16.1,0,34.3,15,5.3,7,5.52,3,-,0,350.2,0,6.2,7,16,10,O,10,52,,=W44+X44,
44,Edison International,EIX,NYQ,5.9,7,26.7,15,-2.6,0,1.57,5,0.06,10,425.3,0,4.6,5,1,0,O,10,52,,=W45+X45,
45,Willis Towers Watson Public Lim,WTW,NMS,17.9,0,20.1,15,5.4,7,3.60,3,0.82,7,269.3,0,1.2,2,9,8,O,10,52,,=W46+X46,
46,Progressive Corporation (The),PGR,NYQ,13.7,2,28.8,15,14.4,10,3.94,3,0.09,10,305.8,0,2.4,2,2,0,O,10,52,,=W47+X47,
47,Banco Bilbao Vizcaya Argentaria,BBVA,NYQ,11.0,2,18.3,10,9.5,10,1.93,5,0.51,7,1391.0,0,3.6,5,4,3,O,10,52,,=W48+X48,
48,QUALCOMM Incorporated,QCOM,NMS,27.0,0,23.3,15,8.8,10,6.29,3,-,0,129.9,2,2.6,2,22,10,O,10,52,,=W49+X49,
49,Kimberly-Clark Corporation,KMB,NMS,16.1,0,134.6,15,5.0,7,21.73,3,8.32,0,1029.8,0,5.1,7,20,10,O,10,52,,=W50+X50,
50,"Simon Property Group, Inc.",SPG,NYQ,14.2,2,88.9,15,4.9,4,12.61,3,0.48,10,650.9,0,4.2,5,4,3,O,10,52,,=W51+X51,
51,Tencent Music Entertainment Gro,TME,NYQ,9.8,5,10.7,5,58.5,10,1.34,0,0.30,10,23.5,10,1.8,2,1,0,O,10,52,,=W52+X52,
52,"PulteGroup, Inc.",PHM,NYQ,10.6,2,17.1,10,7.4,7,1.82,5,32.03,0,39.0,7,0.8,2,8,8,O,10,51,,=W53+X53,
53,XP Inc.,XP,NMS,10.8,2,21.4,15,96.0,10,2.33,5,0.68,7,1588.1,0,0.9,2,0,0,O,10,51,,=W54+X54,
54,"Jack Henry & Associates, Inc.",JKHY,NMS,22.0,0,23.0,15,3.7,4,5.07,3,2.72,0,38.9,7,1.5,2,22,10,O,10,51,,=W55+X55,
55,"UDR, Inc.",UDR,NYQ,30.2,0,11.5,5,5.4,7,3.46,0,0.48,10,196.4,2,5.0,7,16,10,O,10,51,,=W56+X56,
56,Logitech International S.A. - R,LOGI,NMS,20.7,0,30.5,15,5.3,7,6.29,3,6.89,0,75.3,4,1.6,2,11,10,O,10,51,,=W57+X57,
57,"Broadridge Financial Solutions,",BR,NYQ,17.9,0,37.1,15,5.5,7,6.64,3,1.12,4,200.0,0,2.3,2,18,10,O,10,51,,=W58+X58,
58,"Comfort Systems USA, Inc.",FIX,NYQ,55.3,0,41.8,15,1.8,2,23.07,3,0.89,7,163.0,2,0.1,2,13,10,O,10,51,,=W59+X59,
59,VICI Properties Inc.,VICI,NYQ,10.9,2,10.0,0,8.3,10,1.09,0,0.40,10,66.6,4,6.2,7,7,8,O,10,51,,=W60+X60,
60,Barrick Mining Corporation,B,NYQ,14.2,2,18.8,10,5.4,7,2.68,2,0.11,10,59.0,7,1.2,2,1,0,O,10,50,,=W61+X61,
61,"Automatic Data Processing, Inc.",ADP,NMS,19.1,0,66.2,15,5.4,7,12.69,3,1.53,0,1223.9,0,3.2,5,23,10,O,10,50,,=W62+X62,
62,"Old Dominion Freight Line, Inc.",ODFL,NMS,43.8,0,23.7,15,2.1,2,10.40,3,-,0,26.9,10,0.5,2,8,8,O,10,50,,=W63+X63,
63,"Sun Communities, Inc.",SUI,NYQ,11.5,2,19.6,10,5.5,7,2.26,2,-,0,78.3,4,6.3,7,9,8,O,10,50,,=W64+X64,
64,"Expedia Group, Inc.",EXPE,NMS,25.2,0,100.8,15,9.5,10,25.41,3,0.39,10,1706.0,0,0.6,2,0,0,O,10,50,,=W65+X65,
65,Johnson & Johnson,JNJ,NYQ,21.3,0,32.9,15,3.4,4,7.02,3,1.19,4,144.3,2,2.2,2,63,10,O,10,50,,=W66+X66,
66,"Paychex, Inc.",PAYX,NMS,20.2,0,40.8,15,5.2,7,8.25,3,3.34,0,336.3,0,4.6,5,12,10,O,10,50,,=W67+X67,
67,Eli Lilly and Company,LLY,NYQ,39.3,0,77.8,15,0.7,2,30.59,3,0.76,7,323.9,0,0.7,2,11,10,O,10,49,,=W68+X68,
68,"Assurant, Inc.",AIZ,NYQ,13.0,2,14.9,5,14.0,10,1.94,0,0.26,10,518.1,0,1.5,2,21,10,O,10,49,,=W69+X69,
69,Novartis AG,NVS,NYQ,20.7,0,30.3,15,5.3,7,6.26,3,0.66,7,139.6,2,2.7,2,3,3,O,10,49,,=W70+X70,
70,"Cheniere Energy, Inc.",LNG,NYQ,10.6,2,67.3,15,4.4,4,7.13,3,0.17,10,439.7,0,0.8,2,4,3,O,10,49,,=W71+X71,
71,Evercore Inc.,EVR,NYQ,25.9,0,29.1,15,7.7,7,7.54,3,3.94,0,149.6,2,0.9,2,18,10,O,10,49,,=W72+X72,
72,Parker-Hannifin Corporation,PH,NYQ,34.7,0,24.7,15,2.7,2,8.57,3,0.89,7,113.1,2,0.7,2,9,8,O,10,49,,=W73+X73,
73,Ericsson,ERIC,NMS,13.1,2,26.0,15,71.8,10,0.39,5,0.88,7,154.3,2,2.3,2,6,6,X,0,49,,=W74+X74,
74,NVIDIA Corporation,NVDA,NMS,40.4,0,76.3,15,2.0,2,30.81,3,0.20,10,31.5,7,0.0,2,2,0,O,10,49,,=W75+X75,
75,"EMCOR Group, Inc.",EME,NYQ,27.9,0,34.6,15,3.3,4,9.68,3,0.54,7,152.9,2,0.1,2,5,6,O,10,49,,=W76+X76,
76,RenaissanceRe Holdings Ltd.,RNR,NYQ,5.2,7,23.1,15,26.6,10,1.20,5,-,0,298.0,0,0.4,2,0,0,O,10,49,,=W77+X77,
77,Snap-On Incorporated,SNA,NYQ,19.0,0,17.1,10,5.2,7,3.27,2,4.24,0,41.4,7,2.4,2,16,10,O,10,48,,=W78+X78,
78,Dr. Reddy's Laboratories Ltd,RDY,NYQ,17.9,0,15.2,10,110.6,10,16.60,2,0.53,7,50.3,7,0.7,2,0,0,O,10,48,,=W79+X79,
79,"InterDigital, Inc.",IDCC,NMS,33.0,0,36.9,15,3.5,4,12.18,3,0.58,7,87.5,4,0.6,2,3,3,O,10,48,,=W80+X80,
80,"Lennox International, Inc.",LII,NYQ,20.9,0,69.3,15,3.8,4,14.46,3,1.16,4,250.9,0,1.1,2,16,10,O,10,48,,=W81+X81,
81,Graco Inc.,GGG,NYQ,27.4,0,19.7,10,4.5,4,5.38,2,5.46,0,23.4,10,1.3,2,20,10,O,10,48,,=W82+X82,
82,Moody's Corporation,MCO,NYQ,32.6,0,60.7,15,3.2,4,19.77,3,1.45,4,286.8,0,0.8,2,16,10,O,10,48,,=W83+X83,
83,"Donaldson Company, Inc.",DCI,NYQ,27.2,0,24.0,15,3.3,4,6.54,3,5.83,0,94.3,4,1.3,2,30,10,O,10,48,,=W84+X84,
84,New York Times Company (The),NYT,NYQ,37.2,0,16.9,10,4.3,4,6.28,2,1.42,4,46.8,7,0.9,2,7,8,O,10,47,,=W85+X85,
85,Old Republic International Corp,ORI,NYQ,11.2,2,15.8,10,11.1,10,1.77,5,-,0,404.7,0,7.6,10,2,0,O,10,47,,=W86+X86,
86,Colgate-Palmolive Company,CL,NYQ,31.6,0,3946.3,15,5.4,7,1246.09,3,4.34,0,29564.8,0,2.5,2,52,10,O,10,47,,=W87+X87,
87,CDW Corporation,CDW,NMS,16.3,0,40.9,15,6.2,7,6.68,3,-,0,515.0,0,1.9,2,12,10,O,10,47,,=W88+X88,
88,Grupo Aeroportuario del Sureste,ASR,NYQ,13.0,2,12.5,5,118.9,10,4.45,0,0.42,10,40.6,7,7.6,10,4,3,X,0,47,,=W89+X89,
89,"Pepsico, Inc.",PEP,NMS,24.9,0,40.8,15,3.5,4,10.15,3,-,0,416.7,0,3.6,5,27,10,O,10,47,,=W90+X90,
90,American Tower Corporation (REI,AMT,NYQ,33.1,0,69.3,15,4.5,4,22.91,3,2.70,0,1446.5,0,3.8,5,14,10,O,10,47,,=W91+X91,
91,Marsh,MRSH,NYQ,21.5,0,27.5,15,5.6,7,5.92,3,1.83,0,287.4,0,1.9,2,16,10,O,10,47,,=W92+X92,
92,"Prudential Financial, Inc.",PRU,NYQ,9.8,5,11.0,5,17.9,10,1.08,0,-,0,2275.6,0,5.4,7,17,10,O,10,47,,=W93+X93,
93,"PPG Industries, Inc.",PPG,NYQ,16.0,0,19.8,10,4.6,4,3.18,2,0.94,7,176.3,2,2.5,2,42,10,O,10,47,,=W94+X94,
94,Carlisle Companies Incorporated,CSL,NYQ,19.6,0,41.3,15,6.7,7,8.08,3,-,0,248.8,0,1.2,2,24,10,O,10,47,,=W95+X95,
95,Phillips 66,PSX,NYQ,15.0,0,15.1,10,4.1,4,2.27,2,0.80,7,149.3,2,2.9,2,13,10,O,10,47,,=W96+X96,
96,Avery Dennison Corporation,AVY,NYQ,18.7,0,30.7,15,5.3,7,5.74,3,-,0,292.6,0,2.2,2,15,10,O,10,47,,=W97+X97,
97,AECOM,ACM,NYQ,24.1,0,21.0,15,6.1,7,5.06,3,0.98,7,425.4,0,1.2,2,3,3,O,10,47,,=W98+X98,
98,Alphabet Inc.,GOOG,NMS,30.8,0,31.8,15,1.8,2,9.80,3,0.92,7,43.3,7,0.2,2,1,0,O,10,46,,=W99+X99,
99,"C.H. Robinson Worldwide, Inc.",CHRW,NMS,37.6,0,31.8,15,3.8,4,11.97,3,-,0,174.1,2,1.4,2,14,10,O,10,46,,=W100+X100,
100,Procter & Gamble Company (The),PG,NYQ,21.1,0,31.0,15,4.0,4,6.54,3,5.46,0,139.5,2,2.9,2,22,10,O,10,46,,=W101+X101,
101,"Cisco Systems, Inc.",CSCO,NMS,30.4,0,23.2,15,3.9,4,7.05,3,-,0,158.5,2,1.9,2,14,10,O,10,46,,=W102+X102,
102,"Merck & Company, Inc.",MRK,NYQ,15.7,0,34.7,15,4.3,4,5.46,3,1.87,0,160.1,2,2.8,2,15,10,O,10,46,,=W103+X103,
103,Microsoft Corporation,MSFT,NMS,26.3,0,30.5,15,2.3,2,8.02,3,2.15,0,70.2,4,0.8,2,20,10,O,10,46,,=W104+X104,
104,"Advanced Drainage Systems, Inc.",WMS,NYQ,24.1,0,23.5,15,3.3,4,5.64,3,1.08,4,105.4,2,0.5,2,5,6,O,10,46,,=W105+X105,
105,Visa Inc.,V,NYQ,32.7,0,53.6,15,3.2,4,17.55,3,2.45,0,149.7,2,0.8,2,17,10,O,10,46,,=W106+X106,
106,RPM International Inc.,RPM,NYQ,20.2,0,21.2,15,4.0,4,4.28,3,1.66,0,150.5,2,2.0,2,12,10,O,10,46,,=W107+X107,
107,Alphabet Inc.,GOOGL,NMS,31.1,0,31.8,15,1.8,2,9.89,3,0.93,7,43.3,7,0.2,2,1,0,O,10,46,,=W108+X108,
108,"Lincoln Electric Holdings, Inc.",LECO,NMS,26.9,0,35.4,15,3.8,4,9.52,3,5.32,0,157.0,2,1.2,2,27,10,O,10,46,,=W109+X109,
109,Canadian Natural Resources Limi,CNQ,NYQ,12.3,2,24.4,15,8.6,10,2.98,5,4.53,0,107.0,2,1.8,2,0,0,O,10,46,,=W110+X110,
110,U.S. Bancorp,USB,NYQ,11.4,2,11.6,5,9.2,10,1.32,0,1.47,4,961.3,0,3.7,5,15,10,O,10,46,,=W111+X111,
111,Hubbell Inc,HUBB,NYQ,31.2,0,23.2,15,3.1,4,7.25,3,1.52,0,113.6,2,1.0,2,18,10,O,10,46,,=W112+X112,
112,AerCap Holdings N.V.,AER,NYQ,6.3,7,20.5,15,-2.9,0,1.30,5,0.96,7,291.2,0,0.6,2,1,0,O,10,46,,=W113+X113,
113,"Williams-Sonoma, Inc.",WSM,NYQ,21.3,0,52.3,15,4.6,4,11.13,3,7.87,0,159.9,2,1.3,2,19,10,O,10,46,,=W114+X114,
114,Expeditors International of Was,EXPD,NYQ,24.4,0,34.4,15,4.8,4,8.40,3,-,0,107.6,2,1.0,2,29,10,O,10,46,,=W115+X115,
115,Fifth Third Bancorp - Depositar,FITBI,NMS,6.6,7,11.6,5,22.9,10,0.76,3,-,0,886.8,0,8.2,10,0,0,O,10,45,,=W116+X116,
116,GE Aerospace,GE,NYQ,36.3,0,46.6,15,2.3,2,16.91,3,0.08,10,595.8,0,0.5,2,3,3,O,10,45,,=W117+X117,
117,"Houlihan Lokey, Inc.",HLI,NYQ,24.3,0,19.5,10,7.4,7,4.74,2,-,0,71.6,4,1.5,2,10,10,O,10,45,,=W118+X118,
118,"Penske Automotive Group, Inc.",PAG,NYQ,11.0,2,16.8,10,6.3,7,1.85,5,-,0,216.0,0,3.3,5,5,6,O,10,45,,=W119+X119,
119,Royalty Pharma plc,RPRX,NMS,35.0,0,11.9,5,9.2,10,4.16,0,0.22,10,152.9,2,1.8,2,5,6,O,10,45,,=W120+X120,
120,"Watts Water Technologies, Inc.",WTS,NYQ,29.5,0,16.8,10,3.5,4,4.95,2,2.73,0,42.1,7,0.7,2,13,10,O,10,45,,=W121+X121,
121,"Watsco, Inc.",WSO,NYQ,34.4,0,17.9,10,3.1,4,6.15,2,-,0,42.9,7,2.8,2,12,10,O,10,45,,=W122+X122,
122,"Everest Group, Ltd.",EG,NYQ,9.0,5,10.3,5,21.5,10,0.92,3,0.25,10,304.4,0,1.2,2,0,0,O,10,45,,=W123+X123,
123,AT&T Inc.,T,NYQ,8.5,5,19.9,10,10.4,10,1.70,5,-,0,263.9,0,4.2,5,0,0,O,10,45,,=W124+X124,
124,NatWest Group plc,NWG,NYQ,9.1,5,13.7,5,8.6,10,1.29,0,0.35,10,1577.4,0,3.9,5,1,0,O,10,45,,=W125+X125,
125,Agnico Eagle Mines Limited,AEM,NYQ,24.2,0,18.0,10,3.9,4,4.37,2,0.30,10,39.3,7,0.7,2,0,0,O,10,45,,=W126+X126,
126,"Delta Air Lines, Inc.",DAL,NYQ,10.2,2,22.0,15,8.4,10,2.24,5,0.19,10,314.4,0,1.0,2,2,0,X,0,44,,=W127+X127,
127,케이씨씨,002380,KOSPI/KOSDAQ,2.6,10,20.6,15,-8.0,0,0.53,5,0.01,10,117.6,2,2.8,2,2,0,X,0,44,,=W128+X128,
128,Verizon Communications Inc.,VZ,NYQ,11.5,2,16.4,10,9.9,10,1.90,5,-,0,285.8,0,5.8,7,21,10,X,0,44,,=W129+X129,
129,American Express Company,AXP,NYQ,20.7,0,32.4,15,7.1,7,6.70,3,1.29,4,796.4,0,1.0,2,4,3,O,10,44,,=W130+X130,
130,"Gap, Inc. (The)",GAP,NYQ,12.3,2,21.5,15,8.2,10,2.63,5,-,0,232.3,0,2.5,2,1,0,O,10,44,,=W131+X131,
131,Kroger Company (The),KR,NYQ,42.1,0,17.1,10,8.1,10,7.21,2,-,0,742.7,0,2.0,2,19,10,O,10,44,,=W132+X132,
132,Union Pacific Corporation,UNP,NYQ,20.9,0,38.7,15,3.7,4,8.07,3,9.32,0,277.4,0,2.2,2,19,10,O,10,44,,=W133+X133,
133,CNA Financial Corporation,CNA,NYQ,10.1,2,11.0,5,18.7,10,1.11,0,0.80,7,497.6,0,8.1,10,2,0,O,10,44,,=W134+X134,
134,Service Corporation Internation,SCI,NYQ,21.6,0,33.1,15,4.7,4,7.15,3,8.68,0,1038.6,0,1.6,2,12,10,O,10,44,,=W135+X135,
135,Texas Instruments Incorporated,TXN,NMS,40.6,0,30.7,15,1.3,2,12.49,3,-,0,112.5,2,2.5,2,22,10,O,10,44,,=W136+X136,
136,"Rollins, Inc.",ROL,NYQ,49.9,0,38.3,15,2.5,2,19.14,3,3.76,0,128.5,2,1.2,2,24,10,O,10,44,,=W137+X137,
137,Sherwin-Williams Company (The),SHW,NYQ,32.3,0,55.9,15,3.2,4,18.04,3,3.25,0,463.3,0,0.9,2,40,10,O,10,44,,=W138+X138,
138,Petroleo Brasileiro S.A. Petrob,PBR-A,NYQ,6.4,7,26.0,15,31.3,10,1.50,5,-,0,193.8,2,3.0,5,0,0,X,0,44,,=W139+X139,
139,Tractor Supply Company,TSCO,NMS,21.6,0,42.5,15,3.1,4,9.17,3,10.87,0,323.6,0,2.1,2,15,10,O,10,44,,=W140+X140,
140,Oracle Corporation,ORCL,NYQ,32.0,0,42.1,15,-0.1,0,13.49,3,1.48,4,535.6,0,1.1,2,12,10,O,10,44,,=W141+X141,
141,Illinois Tool Works Inc.,ITW,NYQ,25.1,0,95.1,15,3.5,4,23.90,3,10.48,0,400.7,0,2.3,2,30,10,O,10,44,,=W142+X142,
142,Ecolab Inc.,ECL,NYQ,36.9,0,21.2,15,2.5,2,7.83,3,1.53,0,152.4,2,1.0,2,23,10,O,10,44,,=W143+X143,
143,"W.W. Grainger, Inc.",GWW,NYQ,31.6,0,45.7,15,2.5,2,14.44,3,5.65,0,129.0,2,0.8,2,40,10,O,10,44,,=W144+X144,
144,"Motorola Solutions, Inc.",MSI,NYQ,34.7,0,89.4,15,3.4,4,31.00,3,2.02,0,703.8,0,1.0,2,14,10,O,10,44,,=W145+X145,
145,Zoetis Inc.,ZTS,NYQ,19.5,0,80.2,15,4.4,4,15.67,3,1.90,0,364.3,0,1.7,2,12,10,O,10,44,,=W146+X146,
146,Mastercard Incorporated,MA,NYQ,31.1,0,193.5,15,3.5,4,60.18,3,1.79,0,599.9,0,0.6,2,14,10,O,10,44,,=W147+X147,
147,에이피알,278470,KOSPI/KOSDAQ,54.2,0,83.1,15,-,0,45.04,3,0.32,10,77.0,4,0.9,2,0,0,O,10,44,,=W148+X148,
148,"CF Industries Holdings, Inc.",CF,NYQ,13.4,2,30.1,15,9.3,10,4.02,3,-,0,130.5,2,1.6,2,0,0,O,10,44,,=W149+X149,
149,The Bank of New York Mellon Cor,BK,NYQ,17.1,0,12.5,5,5.4,7,2.15,0,0.47,10,964.7,0,1.5,2,15,10,O,10,44,,=W150+X150,
150,HP Inc.,HPQ,NYQ,7.3,7,-,0,15.2,10,-,0,-,0,-,0,5.9,7,15,10,O,10,44,,=W151+X151,
151,Amphenol Corporation,APH,NYQ,45.0,0,31.8,15,2.3,2,14.31,3,1.51,0,169.4,2,0.5,2,14,10,O,10,44,,=W152+X152,
152,Garmin Ltd.,GRMN,NYQ,30.8,0,18.5,10,2.7,2,5.71,2,1.58,0,22.5,10,1.3,2,8,8,O,10,44,,=W153+X153,
153,Sysco Corporation,SYY,NYQ,19.8,0,78.7,15,4.5,4,15.59,3,1.62,0,1088.2,0,2.8,2,10,10,O,10,44,,=W154+X154,
154,Lockheed Martin Corporation,LMT,NYQ,28.1,0,74.6,15,4.9,4,20.96,3,-,0,790.3,0,2.2,2,23,10,O,10,44,,=W155+X155,
155,Petroleo Brasileiro S.A. Petrob,PBR,NYQ,7.1,7,26.0,15,20.7,10,1.66,5,-,0,193.8,2,3.9,5,0,0,X,0,44,,=W156+X156,
156,"MetLife, Inc.",MET,NYQ,15.1,0,11.9,5,33.5,10,1.80,0,0.82,7,2522.2,0,2.9,2,13,10,O,10,44,,=W157+X157,
157,"Church & Dwight Company, Inc.",CHD,NYQ,30.7,0,18.4,10,4.8,4,5.66,2,1.42,4,122.7,2,1.2,2,29,10,O,10,44,,=W158+X158,
158,Lam Research Corporation,LRCX,NMS,53.0,0,61.2,15,1.6,2,32.45,3,6.45,0,110.8,2,0.4,2,11,10,O,10,44,,=W159+X159,
159,Walmart Inc.,WMT,NMS,45.7,0,22.0,15,1.5,2,10.04,3,1.88,0,179.2,2,0.8,2,43,10,O,10,44,,=W160+X160,
160,"Reinsurance Group of America, I",RGA,NYQ,11.7,2,8.8,0,29.5,10,1.03,0,0.36,10,1062.6,0,1.7,2,14,10,O,10,44,,=W161+X161,
161,Ferrovial SE,FER,NMS,49.0,0,40.7,15,3.5,4,7.38,3,1.23,4,334.4,0,1.4,2,5,6,O,10,44,,=W162+X162,
162,"Monolithic Power Systems, Inc.",MPWR,NMS,111.0,0,17.6,10,1.0,2,19.53,2,8.93,0,18.8,10,0.4,2,8,8,O,10,44,,=W163+X163,
